#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Shockman (USA);Shockman (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Shougi Shodan Icchokusen (Japan);Shougi Shodan Icchokusen (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Shougi Shoshinsha Muyou (Japan);Shougi Shoshinsha Muyou (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
SideArms (USA);SideArms (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Silent Debuggers (USA);Silent Debuggers (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Sindibad - Chitei no Daimakyuu (Japan);Sindibad - Chitei no Daimakyuu (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Sinistron (USA);Sinistron (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Skweek (Japan);Skweek (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Soldier Blade (USA);Soldier Blade (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Soldier Blade - Special Version (Japan);Soldier Blade - Special Version (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Somer Assault (USA);Somer Assault (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Son Son II (Japan);Son Son II (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Sonic Spike - World Championship Beach Volleyball (USA);Sonic Spike - World Championship Beach Volleyball (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Space Harrier (USA);Space Harrier (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Space Invaders - Fukkatsu no Hi (Japan);Space Invaders - Fukkatsu no Hi (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Spin Pair (Japan);Spin Pair (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Spiral Wave (Japan);Spiral Wave (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Splatterhouse (USA);Splatterhouse (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Stratego (Japan);Stratego (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Street Fighter II' - Champion Edition (Japan);Street Fighter II' - Champion Edition (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Strip Fighter II (Japan) (Unl);Strip Fighter II (Japan) (Unl);TurboGrafx16;;;;;;;;;;;;;;;;;;
Super Metal Crusher (Japan);Super Metal Crusher (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Super Momotarou Dentetsu (Japan);Super Momotarou Dentetsu (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Super Momotarou Dentetsu II (Japan);Super Momotarou Dentetsu II (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Super Star Soldier (USA);Super Star Soldier (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Super Volleyball (USA);Super Volleyball (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Susanoou Densetsu (Japan);Susanoou Densetsu (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
TV Sports Basketball (USA);TV Sports Basketball (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
TV Sports Football (USA);TV Sports Football (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
TV Sports Hockey (USA);TV Sports Hockey (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Takeda Shingen (Japan);Takeda Shingen (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Takin' It to the Hoop (USA);Takin' It to the Hoop (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
TaleSpin (USA);TaleSpin (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tatsujin (Japan);Tatsujin (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tatsunoko Fighter (Japan);Tatsunoko Fighter (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tenseiryuu - Saint Dragon (Japan);Tenseiryuu - Saint Dragon (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Terra Cresta II - Mandoler no Gyakushuu (Japan);Terra Cresta II - Mandoler no Gyakushuu (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Thunder Blade (Japan);Thunder Blade (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tiger Road (USA);Tiger Road (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Time Cruise (USA);Time Cruise (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Timeball (USA);Timeball (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Titan (Japan);Titan (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Toilet Kids (Japan);Toilet Kids (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tower of Druaga, The (Japan);Tower of Druaga, The (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Toy Shop Boys (Japan);Toy Shop Boys (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tricky Kick (USA);Tricky Kick (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tsuppari Oozumou - Heisei Ban (Japan);Tsuppari Oozumou - Heisei Ban (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Tsuru Teruhito no Jissen Kabushiki Bai Bai Game (Japan);Tsuru Teruhito no Jissen Kabushiki Bai Bai Game (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Turrican (USA);Turrican (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Valkyrie no Densetsu (Japan);Valkyrie no Densetsu (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Veigues - Tactical Gladiator (USA);Veigues - Tactical Gladiator (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Victory Run (USA);Victory Run (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Vigilante (USA);Vigilante (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Volfied (Japan);Volfied (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
W-Ring - The Double Rings (Japan);W-Ring - The Double Rings (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Wai Wai Mahjong - Yukai na Janyuu-tachi (Japan);Wai Wai Mahjong - Yukai na Janyuu-tachi (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Wallaby!! - Usagi no Kuni no Kangaroo Race (Japan);Wallaby!! - Usagi no Kuni no Kangaroo Race (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Winning Shot (Japan);Winning Shot (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Wonder Momo (Japan);Wonder Momo (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
World Circuit (Japan);World Circuit (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
World Class Baseball (USA);World Class Baseball (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
World Court Tennis (USA);World Court Tennis (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
World Jockey (Japan);World Jockey (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
World Sports Competition (USA);World Sports Competition (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Xevious - Fardraut Saga (Japan);Xevious - Fardraut Saga (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Yo, Bro (USA);Yo, Bro (USA);TurboGrafx16;;;;;;;;;;;;;;;;;;
Youkai Douchuuki (Japan);Youkai Douchuuki (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
Zero4 Champ (Japan) (v1.5);Zero4 Champ (Japan) (v1.5);TurboGrafx16;;;;;;;;;;;;;;;;;;
Zipang (Japan);Zipang (Japan);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] CD-ROM System (Japan) (v1.0);[BIOS] CD-ROM System (Japan) (v1.0);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] CD-ROM System (Japan) (v2.0);[BIOS] CD-ROM System (Japan) (v2.0);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] CD-ROM System (Japan) (v2.1);[BIOS] CD-ROM System (Japan) (v2.1);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] Games Express CD Card (Japan) (Blue Version);[BIOS] Games Express CD Card (Japan) (Blue Version);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] Games Express CD Card (Japan) (Green Version);[BIOS] Games Express CD Card (Japan) (Green Version);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] Super CD-ROM System (Japan) (v3.0);[BIOS] Super CD-ROM System (Japan) (v3.0);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] TurboGrafx CD Super System Card (USA) (v3.0);[BIOS] TurboGrafx CD Super System Card (USA) (v3.0);TurboGrafx16;;;;;;;;;;;;;;;;;;
[BIOS] TurboGrafx CD System Card (USA) (v2.0);[BIOS] TurboGrafx CD System Card (USA) (v2.0);TurboGrafx16;;;;;;;;;;;;;;;;;;
