#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
16BIT Rhythm Land (World) (Unl);16BIT Rhythm Land (World) (Unl);Genesis;;;;;;;;;;;;;;;;;;
Lakers versus Celtics and the NBA Playoffs (USA, Europe);Lakers versus Celtics and the NBA Playoffs (USA);Genesis;;1991;;;;;;;;;lakers;Lakers versus Celtics and the NBA Playoffs;;;;;;
Landstalker (USA) (1993-07-13) (Sega Channel);Landstalker - The Treasures of King Nole (USA, Prototype 19930713);Genesis;landstlk;1993;Sega;;;;;;;;landstlkup2;;;;;;;
Last Action Hero (USA, Europe);Last Action Hero (Euro, USA);Genesis;;1993;;;1;;;;;;lastact;Last Action Hero;;;;;;
Last Battle (USA, Europe, Korea);Last Battle (Euro, USA, Kor);Genesis;;1989;;;1;;;;;;lastbtle;Last Battle;;;;;;
Lawnmower Man, The (USA, Europe);The Lawnmower Man (Euro, USA);Genesis;;1994;;;2;;;;;;lawnmowr;The Lawnmower Man;;;;;;
Legend of Wukong (World) (Unl);Legend of Wukong (Euro, USA);Genesis;;2008;;;1;;;;;;wukong;Legend of Wukong;;;;;;
Thunderbolt II (Taiwan) (En) (Unl);Lei Dian II - Thunderbolt II (Unl);Genesis;;199?;Sun Green;;;;;;;;tbolt2;雷電伝説II ~ Lei Dian Chuan Shuo II (Box) / 雷電II;;;;;;
Lemmings (Japan, USA, Korea) (Rev A);Lemmings (Jpn, USA, Kor, v1.1);Genesis;lemmings;1992;;;1;;;;;;lemmingsju;レミングス;;;;;;
Lemmings 2 - The Tribes (USA);Lemmings 2 - The Tribes (USA);Genesis;lemming2;1994;;;1;;;;;;lemming2u;Lemmings 2 - The Tribes;;;;;;
Lethal Enforcers (USA);Lethal Enforcers (USA);Genesis;lethalen;1993;;;2;;;;;;lethalenu;Lethal Enforcers;;;;;;
Lethal Enforcers II - Gun Fighters (USA);Lethal Enforcers II - Gun Fighters (USA);Genesis;le2;1994;;;2;;;;;;le2u;Lethal Enforcers II Gun Fighters;;;;;;
Liberty or Death (USA);Liberty or Death (USA);Genesis;;1994;;;2;;;;;;liberty;Liberty or Death;;;;;;
Light Crusader (USA);Light Crusader (USA);Genesis;lightcrs;1995;;;1;;;;;;lightcrsu;Light Crusader;;;;;;
Lightening Force - Quest for the Darkstar (USA);Lightening Force (USA);Genesis;tf4;1992;Sega;;;;;;;;lightfor;Lightening Force - Quest for the Darkstar (Box);;;;;;
Link Dragon (Taiwan) (En) (Unl);Link Dragon;Genesis;;1993;;;;;;;;;linkdrgn;Long (Box?);;;;;;
Lion King, The (World);The Lion King (World);Genesis;;1994;;;1;;;;;;lionking;ライオン・キング;;;;;;
Lion King 3 (Taiwan) (En) (Unl);Lion King 3;Genesis;;199?;<unlicensed>;;;;;;;;lionkin3;Shi Zi Wang 3 - The Lion King 3 (Box?);;;;;;
Little Medusa (World) (Unl);Little Medusa (World) (Unl);Genesis;;;;;1;;;;;;;Little Medusa;;;;;;
Lost Vikings, The (USA) (November, 1993);The Lost Vikings (USA);Genesis;lostvik;1992;;;3;;;;;;lostviku;The Lost Vikings;;;;;;
Lost World, The - Jurassic Park (USA, Europe);The Lost World - Jurassic Park (Euro, USA);Genesis;;1997;;;2;;;;;;lostwrld;The Lost World Jurassic Park;;;;;;
Lotus II (USA, Europe);Lotus II (Euro, USA);Genesis;;1993;;;;;;;;;lotus2;Lotus II;;;;;;
Lotus Turbo Challenge (USA, Europe);Lotus Turbo Challenge (Euro, USA);Genesis;;1992;;;2;;;;;;lotust;Lotus Turbo Challenge;;;;;;
MK5 - Mortal Kombat Mythologies - Sub-Zero (Taiwan) (En) (Unl);MK 5 - Mortal Combat - SubZero;Genesis;;199?;<unlicensed>;;;;;;;;mk5;;;;;;;
MLBPA Baseball (USA);MLBPA Baseball (USA);Genesis;;1992;;;;;;;;;mlbpa;MLBPA Baseball;;;;;;
MUSHA - Metallic Uniframe Super Hybrid Armor (USA);MUSHA - Metallic Uniframe Super Hybrid Armor (USA);Genesis;;1990;;;1;;;;;;musha;M.U.S.H.A.: Metallic Uniframe Super Hybrid Armor;;;;;;
Mad Stalker - Full Metal Forth (World) (Unl);Mad Stalker - Full Metal Forth (World) (Unl);Genesis;;;;;1;;;;;;;Mad Stalker: Full Metal Forth;;;;;;
Madden NFL '94 (USA, Europe);Madden NFL '94 (Euro, USA);Genesis;;1994;;;;;;;;;madden94;Madden NFL '94;;;;;;
Madden NFL 95 (USA, Europe);Madden NFL 95 (Euro, USA);Genesis;;1994;;;;;;;;;madden95;Madden NFL '95;;;;;;
Madden NFL 96 (USA, Europe);Madden NFL 96 (Euro, USA);Genesis;;1995;;;2;;;;;;madden96;Madden NFL 96;;;;;;
Madden NFL 97 (USA, Europe);Madden NFL 97 (Euro, USA);Genesis;;1997;;;2;;;;;;madden97;Madden NFL '97;;;;;;
Madden NFL 98 (USA);Madden NFL 98 (USA);Genesis;;1997;;;2;;;;;;madden98;Madden NFL 98;;;;;;
Magic Bubble (Taiwan) (En) (Unl);Magic Bubble;Genesis;;1993;;;2;;;;;;mbubble;魔法氣泡 ~ Mo Fa Qi Pao (Cart);;;;;;
Magic Girl featuring Ling Ling the Little Witch (World) (Unl);Magic Girl featuring Ling Ling the Little Witch (World) (Unl);Genesis;;;;;1;;;;;;;Magic Girl featuring Ling Ling The Little Witch;;;;;;
Magic Pockets (World) (Unl);Magic Pockets (World) (Unl);Genesis;;;;;1;;;;;;;Magic Pockets;;;;;;
Marble Madness (USA, Europe);Marble Madness (Euro, USA);Genesis;;1993;;;2;;;;;;marble;Marble Madness;;;;;;
Mario Andretti Racing (USA, Europe);Mario Andretti Racing (Euro, USA);Genesis;;1994;;;;;;;;;andretti;Mario Andretti Racing;;;;;;
Mario Lemieux Hockey (USA, Europe);Mario Lemieux Hockey (Euro, USA);Genesis;;1991;;;;;;;;;mariolh;Mario Lemieux Hockey;;;;;;
Marko (USA);Marko (USA);Genesis;marko;1994;;;1;;;;;;markou;Marko;;;;;;
Marsupilami (USA) (En,Fr,De,Es,It);Marsupilami (USA);Genesis;marsup;1995;;;1;;;;;;marsupu;Marsupilami;;;;;;
Marvel Land (USA);Marvel Land (USA);Genesis;talmit;1991;;;1;;;;;;marvland;Marvel Land;;;;;;
Mary Shelley's Frankenstein (USA);Mary Shelley's Frankenstein (USA);Genesis;;1994;;;;;;;;;franken;Mary Shelley's Frankenstein;;;;;;
Master of Monsters (USA);Master of Monsters (USA);Genesis;;1991;;;;;;;;;mastmons;Master of Monsters;;;;;;
Math Blaster - Episode 1 (USA);Math Blaster - Episode 1 (USA);Genesis;;1994;;;;;;;;;mathblst;Math Blaster: Episode 1;;;;;;
Mazin Saga - Mutant Fighter (USA);Mazin Saga (USA);Genesis;mazinwar;1993;Vic Tokai;;;;;;;;mazinsagu;Mazin Saga - Mutant Fighter (Box);;;;;;
McDonald's Treasure Land Adventure (USA);McDonald's Treasure Land Adventure (USA);Genesis;mcdonald;1993;;;1;;;;;;mcdonaldu;McDonald's Treasure Land Adventure;;;;;;
Mega 6 Vol. 3 (Europe);Mega 6 Vol. 3 (Europe);Genesis;;;;;;;;;;;;;;;;;;
Mega Bomberman (USA);Mega Bomberman (USA);Genesis;megabomb;1994;;;2;;;;;;megabombu;Mega Bomberman;;;;;;
10 Super Jogos (Brazil);Mega Games 10 (Bra);Genesis;;199?;<unknown>;;;;;;;;megaga10;;;;;;;
Mega Games 2 (Europe);Mega Games 2 (Euro);Genesis;;1993;;;2;;;;;;megaga2;Mega Games 2;;;;;;
Mega Games 3 (Europe, Asia);Mega Games 3 (Euro, Asia);Genesis;;1993;;;2;;;;;;megaga3;Mega Games 3;;;;;;
Mega Games 6 (Europe);Mega Games 6 Vol. 1 (Euro);Genesis;;1995;Sega;;;;;;;;megaga61;;;;;;;
Mega Games 6 Vol. 2 (Europe);Mega Games 6 Vol. 2 (Euro);Genesis;;1995;;;1;;;;;;megaga62;Mega Games 6 Vol. 2;;;;;;
Mega Games I (Europe);Mega Games I (Euro);Genesis;;1992;Sega;;;;;;;;megaga1;;;;;;;
Mega Man - The Wily Wars (USA) (Genesis Mini);Mega Man - The Wily Wars (Euro);Genesis;;1994;;;1;;;;;;megaman;Mega Man: The Wily Wars;;;;;;
Mega SWIV (Europe);Mega SWIV (Euro);Genesis;;1994;;;;;;;;;megaswiv;Mega SWIV;;;;;;
Mega Turrican (USA);Mega Turrican (USA);Genesis;megaturr;1994;;;;;;;;;megaturru;Mega Turrican;;;;;;
Menacer - 6-Game Cartridge (USA, Europe);Menacer 6-Game Cartridge (Euro, USA);Genesis;;1992;;;;;;;;;menacer;Menacer 6-Game Cartridge;;;;;;
Senjou no Ookami II ~ Mercs (World);Mercs (Euro, USA) ~ Senjou no Ookami II (Jpn);Genesis;;1991;;;1;;;;;;mercs;戦場の狼II;;;;;;
Michael Jackson's Moonwalker (World) (Rev A);Michael Jackson's Moonwalker (World, Rev. A);Genesis;;1990;;;1;;;;;;mwalk;マイケル・ジャクソンズ ムーンウォーカー;;;;;;
Mick & Mack as the Global Gladiators (USA);Mick & Mack as the Global Gladiators (USA);Genesis;mickmack;1992;;;;;;;;;mickmacku;Mick & Mack as the Global Gladiators;;;;;;
Mickey Mania - The Timeless Adventures of Mickey Mouse (USA);Mickey Mania - The Timeless Adventures of Mickey Mouse (USA);Genesis;mmania;1994;;;;;;;;;mmaniau;Mickey Mania: The Timeless Adventures of Mickey Mouse;;;;;;
Mickey's Ultimate Challenge (USA);Mickey's Ultimate Challenge (USA);Genesis;;1994;;;1;;;;;;mickeyuc;Mickey's Ultimate Challenge;;;;;;
Micro Machines (USA);Micro Machines (Euro, USA);Genesis;;1993;;;4;;;;;;micromac;Micro Machines;;;;;;
Micro Machines 2 - Turbo Tournament (Europe) (J-Cart);Micro Machines 2 - Turbo Tournament (Euro, J-Cart);Genesis;;1994;;;4;;;;;;micromc2;Micro Machines 2: Turbo Tournament;;;;;;
Micro Machines - Military (Europe) (J-Cart);Micro Machines Military (Euro, J-Cart);Genesis;;1996;;;2;;;;;;micromm;Micro Machines Military;;;;;;
Micro Machines - Turbo Tournament 96 (Europe) (Rev 1) (J-Cart);Micro Machines Turbo Tournament 96 (Euro, v1.1, J-Cart);Genesis;;1995;;;1;;;;;;microm96;Micro Machines Turbo Tournament 96;;;;;;
Midnight Resistance (USA);Midnight Resistance (USA);Genesis;;1991;;;1;;;;;;midres;Midnight Resistance;;;;;;
Mig-29 Fighter Pilot (USA);Mig-29 Fighter Pilot (USA);Genesis;mig29;1993;;;;;;;;;mig29u;MIG-29 Fighter Pilot;;;;;;
Might and Magic - Gates to Another World (USA, Europe);Might and Magic - Gates to Another World (Euro, USA);Genesis;;1991;;;;;;;;;mightmag;Might and Magic: Gates to Another World;;;;;;
Mighty Morphin Power Rangers (USA);Mighty Morphin Power Rangers (USA);Genesis;mmpr;1994;;;1;;;;;;mmpru;Mighty Morphin Power Rangers;;;;;;
Mighty Morphin Power Rangers - The Movie (USA);Mighty Morphin Power Rangers - The Movie (USA);Genesis;mmprtm;1995;;;2;;;;;;mmprtmu;Mighty Morphin Power Rangers: The Movie;;;;;;
Mike Ditka Power Football (USA, Europe) (Unl);Mike Ditka Power Football (Euro, USA);Genesis;;1991;Ballistic;;;;;;;;ditkapf;Mike Ditka Power Football;;;;;;
Minnesota Fats - Pool Legend (USA);Minnesota Fats - Pool Legend (USA);Genesis;;1995;;;;;;;;;mfpool;Minnesota Fats: Pool Legend;;;;;;
Miracle Piano Teaching System, The (USA);The Miracle Piano Teaching System (USA);Genesis;;1992;;;1;;;;;;miraclep;The Miracle Piano Teaching System;;;;;;
Monopoly (USA);Monopoly (USA);Genesis;;1992;;;;;;;;;monopoly;Monopoly;;;;;;
Monster World IV (USA, Europe) (En,Ja) (Virtual Console);Monster World IV (Jpn);Genesis;;1994;;;1;;;;;;mworld4;モンスターワールドIV;;;;;;
Mortal Kombat (World);Mortal Kombat (World);Genesis;mk;1993;;;2;;;;;;mka;神拳降臨伝説 モータルコンバット;;;;;;
Mortal Kombat 3 (USA);Mortal Kombat 3 (USA);Genesis;mk3;1995;;;2;;;;;;mk3u;Mortal Kombat 3;;;;;;
Mortal Kombat II (World);Mortal Kombat II (World);Genesis;;1994;;;2;;;;;;mk2;モータルコンバットII;;;;;;
Mr. Nutz (Europe);Mr. Nutz (Euro);Genesis;;1994;;;1;;;;;;mrnutz;Mr. Nutz;;;;;;
Ms. Pac-Man (USA, Europe);Ms. Pac-Man (Euro, USA);Genesis;;1991;;;2;;;;;;mspacman;Ms. Pac-Man (Namco);;;;;;
Muhammad Ali Heavyweight Boxing (USA);Muhammad Ali Heavyweight Boxing (USA);Genesis;muhammad;1992;;;2;;;;;;muhammadu;Muhammad Ali Heavyweight Boxing;;;;;;
Mutant League Football (USA, Europe);Mutant League Football (Euro, USA);Genesis;;1993;;;2;;;;;;mlfootb;Mutant League Football;;;;;;
Mutant League Hockey (USA, Europe);Mutant League Hockey (Euro, USA);Genesis;;1994;;;2;;;;;;mlhockey;Mutant League Hockey;;;;;;
Mystic Defender (USA, Europe) (Rev A);Mystic Defender (Euro, USA, Rev. A);Genesis;;1989;;;1;;;;;;mystdef;Mystic Defender;;;;;;
Mystical Fighter (USA);Mystical Fighter (USA);Genesis;;1992;;;2;;;;;;mysticf;Mystical Fighter;;;;;;
NBA Action '95 Starring David Robinson (USA, Europe);NBA Action '95 (Euro, USA);Genesis;;1995;Sega;;;;;;;;nbaact95;NBA Action '95 Starring David Robinson (Box);;;;;;
NBA Action '94 (USA);NBA Action (USA);Genesis;;1994;Sega;;;;;;;;nbaact;NBA Action '94 (Box);;;;;;
NBA All-Star Challenge (USA, Europe);NBA All-Star Challenge (Euro, USA);Genesis;;1992;;;2;;;;;;nbaallst;NBA All-Star Challenge;;;;;;
NBA Hang Time (USA);NBA Hang Time (USA);Genesis;nbahang;1996;;;2;;;;;;nbahangu;NBA Hang Time;;;;;;
NBA Jam (USA, Europe) (Rev 1);NBA Jam (Euro, USA, v1.1);Genesis;;1993;;;2;;;;;;nbajam;NBA Jam;;;;;;
NBA Jam - Tournament Edition (World);NBA Jam Tournament Edition (World);Genesis;;1995;;;;;;;;;nbajamte;NBA ジャム トーナメントエディション;;;;;;
NBA Live 95 (USA, Europe);NBA Live 95 (Euro, USA);Genesis;;1994;;;4;;;;;;nbaliv95;NBA Live 95;;;;;;
NBA Live 96 (USA, Europe);NBA Live 96 (Euro, USA);Genesis;;1995;;;;;;;;;nbaliv96;NBA Live 96;;;;;;
NBA Live 97 (USA, Europe);NBA Live 97 (Euro, USA);Genesis;;1996;;;;;;;;;nbaliv97;NBA Live 97;;;;;;
NBA Live 98 (USA);NBA Live 98 (USA);Genesis;;1997;;;8;;;;;;nbaliv98;NBA Live 98;;;;;;
NBA Showdown '94 (USA, Europe);NBA Showdown '94 (Euro, USA);Genesis;;1994;;;2;;;;;;nbashow;NBA Showdown '94;;;;;;
NCAA Final Four Basketball (USA);NCAA Final Four Basketball (USA);Genesis;;1994;;;2;;;;;;ncaafin4;NCAA Final Four Basketball;;;;;;
NCAA Football (USA);NCAA Football (USA);Genesis;;1994;Mindscape;;4;;;;;;ncaafoot;NCAA Football;;;;;;
NFL '95 (USA);NFL '95 (Euro, USA);Genesis;;1994;;;4;;;;;;nfl95;NFL '95;;;;;;
NFL 98 (USA);NFL 98 (USA);Genesis;;1997;;;4;;;;;;nfl98;NFL 98;;;;;;
NFL Football '94 Starring Joe Montana (USA);NFL Football '94 Starring Joe Montana (USA);Genesis;;1993;;;2;;;;;;nfl94;NFL Football '94 Starring Joe Montana;;;;;;
NFL Quarterback Club (World);NFL Quarterback Club (World);Genesis;;1994;;;;;;;;;nflqb;NFLクォーターバッククラブ'95;;;;;;
NFL Quarterback Club 96 (USA, Europe);NFL Quarterback Club 96 (Euro, USA);Genesis;;1996;;;2;;;;;;nflqb96;NFL Quarterback Club 96;;;;;;
NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe) (Rev A);NFL Sports Talk Football '93 Starring Joe Montana (Euro, USA);Genesis;;1992;;;;;;;;;nflsport;NFL Sports Talk Football '93 Starring Joe Montana;;;;;;
NHL '94 (USA, Europe);NHL '94 (Euro, USA);Genesis;;1993;;;4;;;;;;nhl94;NHL '94;;;;;;
NHL 95 (USA, Europe);NHL 95 (Euro, USA);Genesis;;1995;;;4;;;;;;nhl95;NHL 95;;;;;;
NHL 96 (USA, Europe);NHL 96 (Euro, USA);Genesis;;1995;;;4;;;;;;nhl96;NHL 96;;;;;;
NHL 97 (USA, Europe);NHL 97 (Euro, USA);Genesis;;1996;Electronic Arts;;;;;;;;nhl97;NHL 97;;;;;;
NHL 98 (USA);NHL 98 (USA);Genesis;;1997;;;2;;;;;;nhl98;NHL 98;;;;;;
NHL All-Star Hockey 95 (USA);NHL All-Star Hockey '95 (USA);Genesis;;1995;;;2;;;;;;nhlas;NHL All-Star Hockey '95;;;;;;
NHL Hockey (USA);NHL Hockey (USA);Genesis;;1991;;;;;;;;;nhl;NHL Hockey;;;;;;
NHLPA Hockey 93 (USA, Europe) (Rev A);NHLPA Hockey 93 (Euro, USA, v1.1);Genesis;;1992;;;2;;;;;;nhlpa93;NHLPA Hockey 93;;;;;;
New Horizons (USA);New Horizons (USA);Genesis;;1994;;;;;;;;;newhoriz;New Horizons;;;;;;
Newman Haas IndyCar featuring Nigel Mansell (World);Newman Haas IndyCar Featuring Nigel Mansell ~ Nigel Mansell Indy Car (World);Genesis;;1994;Acclaim Entertainment;;;;;;;;newmanh;ナイジェルマンセル・インディカー;;;;;;
Nigel Mansell's World Championship Racing (USA);Nigel Mansell's World Championship Racing (USA);Genesis;mansell;1993;;;;;;;;;mansellu;Nigel Mansell's World Championship Racing;;;;;;
Nightmare Circus (Brazil);Nightmare Circus (Bra);Genesis;;1995;;;2;;;;;;ncirc;Nightmare Circus;;;;;;
No Escape (USA);No Escape (USA);Genesis;;1994;;;;;;;;;noescape;No Escape;;;;;;
Nobunaga's Ambition (USA);Nobunaga's Ambition (USA);Genesis;;1993;;;;;;;;;nobuamb;Nobunaga's Ambition;;;;;;
Normy's Beach Babe-O-Rama (USA, Europe);Normy's Beach Babe-O-Rama (Euro, USA);Genesis;;1994;;;;;;;;;normy;Normy's Beach Babe-O-Rama;;;;;;
Oh Mummy Genesis (World) (Unl);Oh Mummy (Spa);Genesis;;2013;;;1;;;;;;ohmummy;Oh Mummy;;;;;;
Old Towers (World) (v1.2) (Unl);Old Towers (World) (v1.2) (Unl);Genesis;;;;;1;;;;;;;Old Towers;;;;;;
Olympic Gold (Japan, USA, Korea) (En,Fr,De,Es,It,Nl,Pt,Sv) (Rev A);Olympic Gold (Jpn, USA, Kor, Rev. A);Genesis;olympgld;1992;;;;;;;;;olympgldu;オリンピックゴールド;;;;;;
Olympic Summer Games (USA, Europe);Olympic Summer Games (Euro, USA);Genesis;;1996;;;;;;;;;olympsum;Olympic Summer Games;;;;;;
Onslaught (USA, Europe) (Unl);Onslaught (Euro, USA);Genesis;;1991;;;;;;;;;onslau;Onslaught;;;;;;
Ooze, The (Japan, USA);The Ooze (Jpn, USA);Genesis;ooze;1995;;;1;;;;;;oozeju;ジ ウーズ;;;;;;
Operation Europe - Path to Victory 1939-45 (USA);Operation Europe - Path to Victory 1939-45 (USA);Genesis;;1994;;;2;;;;;;opeurope;Operation Europe: Path to Victory 1939-45;;;;;;
Ottifants, The (Europe) (En,Fr,De,Es,It);The Ottifants (Euro);Genesis;;1993;;;;;;;;;ottifant;The Ottifants;;;;;;
OutRun (USA, Europe);Out Run (Euro, USA, Rev. A?);Genesis;;1991;;;;;;;;;outrun;OutRun;;;;;;
OutRun 2019 (USA);Out Run 2019 (USA);Genesis;outr2019;1993;;;1;;;;;;outr2019u;OutRun 2019;;;;;;
OutRunners (USA);Out Runners (USA);Genesis;;1994;;;1;;;;;;orunners;OutRunners;;;;;;
Out of This World (USA);Out of This World (USA);Genesis;anotherw;1993;;;1;;;;;;ootw;Out of This World;;;;;;
Outlander (USA);Outlander (Euro);Genesis;;1992;;;1;;;;;;outlandr;Outlander;;;;;;
P.T.O. - Pacific Theater of Operations (USA);P.T.O. - Pacific Theater of Operations (USA);Genesis;;1993;;;;;;;;;pto;P.T.O. : Pacific Theater of Operations;;;;;;
PGA European Tour (USA, Europe);PGA European Tour (Euro, USA);Genesis;;1994;;;4;;;;;;pgaeuro;PGA European Tour;;;;;;
PGA Tour 96 (USA, Europe);PGA Tour 96 (Euro, USA);Genesis;;1995;;;;;;;;;pga96;PGA Tour 96;;;;;;
PGA Tour Golf (USA, Europe) (PGA09);PGA Tour Golf (Euro, USA, v1.2);Genesis;;1991;;;;;;;;;pga;PGA Tour Golf;;;;;;
PGA Tour Golf II (USA, Europe) (Rev A);PGA Tour Golf II (Euro, USA, v1.1);Genesis;;1992;;;;;;;;;pga2;PGA Tour Golf II;;;;;;
PGA Tour Golf III (USA, Europe);PGA Tour Golf III (Euro, USA);Genesis;;1994;;;;;;;;;pga3;PGA Tour Golf III;;;;;;
Pac-Attack (USA);Pac-Attack (USA);Genesis;pacpanic;1993;;;2;;;;;;pacattak;Pac-Attack;;;;;;
Pac-Man 2 - The New Adventures (USA);Pac-Man 2 - The New Adventures (USA);Genesis;;1994;;;2;;;;;;pacman2;Pac-Man 2: The New Adventures;;;;;;
Pac-Mania (USA, Europe);Pac-Mania (Euro, USA);Genesis;;1991;;;;;;;;;pacmania;Pac-Mania;;;;;;
Pagemaster, The (USA);The Pagemaster (USA);Genesis;pagemstr;1994;;;1;;;;;;pagemstru;The Pagemaster;;;;;;
Paperboy (USA, Europe);Paperboy (Euro, USA);Genesis;;1991;;;1;;;;;;paperboy;Paperboy;;;;;;
Paperboy 2 (USA, Europe);Paperboy II (Euro, USA);Genesis;;1992;;;1;;;;;;paperbo2;Paperboy 2;;;;;;
Pat Riley Basketball (USA);Pat Riley Basketball (USA);Genesis;srealbas;1990;;;2;;;;;;patriley;Pat Riley Basketball;;;;;;
Pebble Beach Golf Links (USA) (Rev A) (1994-02-14) (Sega Channel);Pebble Beach Golf Links (Prototype, 19940214);Genesis;pebble;1993;;;;;;;;;pebblep;Pebble Beach Golf Links;;;;;;
Pele! (USA, Europe);Pelé! (Euro, USA);Genesis;;1993;Accolade;;;;;;;;pele;;;;;;;
Pele II - World Tournament Soccer (USA, Europe);Pelé's World Tournament Soccer (Euro, USA);Genesis;;1994;Accolade;;;;;;;;pele2;Pelé II - World Tournament Soccer (USA Box);;;;;;
Sampras Tennis 96 (Europe) (J-Cart);Pete Sampras Tennis '96 (Euro, J-Cart);Genesis;;1995;Codemasters;;;;;;;;sampra96;;;;;;;
Pete Sampras Tennis (USA, Europe) (Rev 2) (MDSTEE13);Pete Sampras Tennis (Euro, USA, J-Cart, Alt);Genesis;sampras;1994;;;2;;;;;;sampras1;Pete Sampras Tennis;;;;;;
Phantasy Star IV (USA);Phantasy Star - The End of the Millennium (USA);Genesis;pstar4;1994;Sega;;;;;;;;pstar4u;Phantasy Star IV (Box);;;;;;
Phantasy Star II (USA, Europe) (Rev A);Phantasy Star II (Euro, USA, Rev. A);Genesis;;1989;;;1;;;;;;pstar2;Phantasy Star II;;;;;;
Phantasy Star III - Generations of Doom (USA, Europe, Korea);Phantasy Star III - Generations of Doom (Euro, USA, Kor);Genesis;;1990;;;1;;;;;;pstar3;Phantasy Star III: Generations of Doom;;;;;;
Phantom 2040 (USA);Phantom 2040 (USA);Genesis;phantom;1995;;;;;;;;;phantomu;Phantom 2040;;;;;;
Phelios (USA);Phelios (USA);Genesis;phelios;1990;;;;;;;;;pheliosu;Phelios;;;;;;
Pier Solar and the Great Architects (World) (En,Es,Pt) (Reprint B) (Unl);Pier Solar and the Great Architects (World, Rev. C);Genesis;;2010;;;1;;;;;;psolar;Pier Solar and the Great Architects;;;;;;
Pink Goes to Hollywood (USA, Europe);Pink Goes to Hollywood (Euro, USA);Genesis;;1993;;;;;;;;;pink;Pink Goes to Hollywood;;;;;;
Pinocchio (USA);Pinocchio (USA);Genesis;pinoc;1996;;;;;;;;;pinocu;Pinocchio;;;;;;
Pirates of Dark Water, The (USA);The Pirates of Dark Water (USA, January 1994);Genesis;;1994;;;1;;;;;;piratedw;The Pirates of Dark Water;;;;;;
Pirates! Gold (USA);Pirates! Gold (USA);Genesis;;1993;;;1;;;;;;pirates;Pirates! Gold;;;;;;
Pit-Fighter (World) (En,Ja);Pit-Fighter (World, Rev. A);Genesis;;1991;;;3;;;;;;pitfight;ピットファイター;;;;;;
Pitfall - The Mayan Adventure (USA);Pitfall - The Mayan Adventure (USA);Genesis;pitfall;1994;;;1;;;;;;pitfallu;Pitfall: The Mayan Adventure;;;;;;
Pocahontas (USA);Pocahontas (USA);Genesis;pocahont;1996;;;;;;;;;pocahontu;Pocahontas;;;;;;
Pocket Monsters (Taiwan) (En) (Unl);Pocket Monsters;Genesis;;199?;<unlicensed>;;;;;;;;pokemon;;;;;;;
Pocket Monsters 2 (Taiwan) (En) (Unl);Pocket Monsters 2;Genesis;;199?;<unlicensed>;;;;;;;;pokemon2;;;;;;;
Pokemon Stadium (Taiwan) (En) (Unl);Pokemon Stadium;Genesis;;199?;<unlicensed>;;;;;;;;pokestad;;;;;;;
Populous (USA) (Unl);Populous (USA);Genesis;populous;1991;;;1;;;;;;populousu;Populous;;;;;;
Power Drive (Europe) (En,Fr,De,Es,Pt);Power Drive (Euro);Genesis;;1994;;;4;;;;;;pdrive;Power Drive;;;;;;
Power Monger (USA, Europe);Power Monger (Euro, USA);Genesis;;1993;;;1;;;;;;pmonger;PowerMonger;;;;;;
Powerball (USA);Powerball (USA);Genesis;;1991;;;;;;;;;powerbal;Powerball;;;;;;
Predator 2 (USA, Europe);Predator 2 (Euro, USA);Genesis;;1992;;;1;;;;;;predatr2;Predator 2;;;;;;
Premier Manager (Europe);Premier Manager (Euro);Genesis;;1995;;;1;;;;;;prmanger;Premier Manager;;;;;;
Premier Manager 97 (Europe);Premier Manager 97 (Euro);Genesis;;1996;;;1;;;;;;prmang97;Premier Manager 97;;;;;;
Primal Rage (USA, Europe);Primal Rage (Euro, USA);Genesis;;1995;;;2;;;;;;primal;Primal Rage;;;;;;
Prime Time NFL Starring Deion Sanders (USA);Prime Time NFL Starring Deion Sanders (USA);Genesis;;1995;;;;;;;;;primetim;Prime Time NFL Starring Deion Sanders;;;;;;
Prince of Persia (USA);Prince of Persia (USA);Genesis;ppersia;1993;;;1;;;;;;ppersiau;Prince of Persia;;;;;;
Pro Quarterback (USA);Pro Quarterback (USA);Genesis;;1992;;;2;;;;;;proqb;Pro Quarterback;;;;;;
Psycho Pinball (Europe) (En,Fr,De,Es,It);Psycho Pinball (Euro, 199409);Genesis;psycho;1994;;;;;;;;;psycho1;Psycho Pinball;;;;;;
Puggsy (USA);Puggsy (USA);Genesis;puggsy;1993;;;1;;;;;;puggsyu;Puggsy;;;;;;
Punisher, The (USA);The Punisher (USA);Genesis;punisher;1994;;;2;;;;;;punisheru;The Punisher;;;;;;
Puyo Puyo Tsuu (Europe) (Ja) (Rev A) (Virtual Console);Puyo Puyo Tsuu (Europe) (Ja) (Rev A) (Virtual Console);Genesis;;;;;2;;;;;;;Puyo Puyo Tsuu;;;;;;
QuackShot Starring Donald Duck ~ QuackShot - I Love Donald Duck - Guruzia Ou no Hihou (World) (Rev A);QuackShot Starring Donald Duck ~ QuackShot - Guruzia Ou no Hihou (World);Genesis;;1991;Sega;;;;;;;;quacksht;アイラブ ドナルドダック グルジア王の秘宝;;;;;;
Quad Challenge (USA);Quad Challenge (USA);Genesis;;1991;;;;;;;;;quadchal;Quad Challenge;;;;;;
