#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
16BIT Rhythm Land (World) (Unl);16BIT Rhythm Land (World) (Unl);Genesis;;;;;;;;;;;;;;;;;;
Dick Tracy (World);Dick Tracy (World);Genesis;;1991;;;1;;;;;;dicktr;Dick Tracy;;;;;;
Dick Vitale's 'Awesome, Baby!' College Hoops (USA);Dick Vitale's 'Awesome, Baby!' College Hoops (USA);Genesis;;1994;;;;;;;;;dickvitl;Dick Vitale's Awesome Baby! College Hoops;;;;;;
Dino Dini's Soccer (Europe);Dino Dini's Soccer (Euro);Genesis;;1994;;;2;;;;;;dinodini;Dino Dini's Soccer;;;;;;
Dino Land (USA);Dino Land (USA);Genesis;;1991;;;;;;;;;dinoland;Dino Land;;;;;;
Disney Collection, The - QuackShot Starring Donald Duck + Castle of Illusion Starring Mickey Mouse (Europe);The Disney Collection - Mickey and Donald (Euro);Genesis;;1996;Sega;;;;;;;;disneycl;;;;;;;
Aladdin (USA);Disney's Aladdin (USA);Genesis;aladdin;1993;;;1;;;;;;aladdinu;Disney's Aladdin;;;;;;
Ariel the Little Mermaid (USA, Europe);Disney's Ariel the Little Mermaid (Euro, USA);Genesis;;1992;;;1;;;;;;ariel;Disney's Ariel: The Little Mermaid;;;;;;
Beauty and the Beast - Belle's Quest (USA);Disney's Beauty and the Beast - Belle's Quest (USA);Genesis;;1993;Sunsoft;;;;;;;;beauty;;;;;;;
Beauty and the Beast - Roar of the Beast (USA);Disney's Beauty and the Beast - Roar of the Beast (USA);Genesis;;1993;Sunsoft;;;;;;;;beautyrb;;;;;;;
Jungle Book, The (USA);Disney's The Jungle Book (USA);Genesis;jungle;1994;;;1;;;;;;jungleu;Disney's The Jungle Book;;;;;;
Donald in Maui Mallard (Europe) (Rev A);Donald in Maui Mallard (Euro, Rev. A);Genesis;;1995;;;;;;;;;mauimall;Donald in Maui Mallard;;;;;;
Doom Troopers (USA);Doom Troopers - The Mutant Chronicles (USA);Genesis;;1995;Playmates Interactive;;;;;;;;doomtrop;;;;;;;
Double Clutch (Europe);Double Clutch (Euro);Genesis;;1992;;;1;;;;;;doublecl;Double Clutch;;;;;;
Double Dragon (USA, Europe) (Unl);Double Dragon (Euro, USA);Genesis;;1992;;;2;;;;;;ddragon;Double Dragon;;;;;;
Double Dragon 3 - The Arcade Game (USA, Europe);Double Dragon 3 - The Arcade Game (Euro, USA, Rev. A?);Genesis;;1992;;;2;;;;;;ddragon3;Double Dragon 3: The Arcade Game;;;;;;
Double Dragon II - The Revenge (Japan) (En);Double Dragon II - The Revenge (Jpn);Genesis;;1991;;;2;;;;;;ddragon2;ダブルドラゴンII;;;;;;
Double Dragon V - The Shadow Falls (USA);Double Dragon V - The Shadow Falls (USA);Genesis;;1994;;;2;;;;;;ddragon5;Double Dragon V: The Shadow Falls;;;;;;
Double Dribble - The Playoff Edition (USA);Double Dribble - The Playoff Edition (USA);Genesis;hyperdnk;1994;;;;;;;;;ddribble;Double Dribble: The Playoff Edition;;;;;;
Dr. Robotnik's Mean Bean Machine (USA);Dr. Robotnik's Mean Bean Machine (USA);Genesis;drrobotn;1993;;;2;;;;;;drrobotnu;Dr. Robotnik's Mean Bean Machine;;;;;;
Dragon - The Bruce Lee Story (USA);Dragon - The Bruce Lee Story (USA);Genesis;dragon;1994;;;2;;;;;;dragonu;Dragon: The Bruce Lee Story;;;;;;
Dragon's Fury (USA, Europe);Dragon's Fury (Euro, USA);Genesis;;1992;;;;;;;;;dfury;Dragon's Fury;;;;;;
Dragon's Revenge (USA, Europe);Dragon's Revenge (Euro, USA);Genesis;;1993;;;;;;;;;dragnrev;Dragon's Revenge;;;;;;
Duke Nukem 3D (Brazil);Duke Nukem 3D (Bra);Genesis;;1998;;;4;;;;;;dukenk3d;Duke Nukem 3D;;;;;;
Dune - The Battle for Arrakis (USA);Dune - The Battle for Arrakis (USA);Genesis;dune2;1993;;;1;;;;;;duneu;Dune: The Battle for Arrakis;;;;;;
Dungeons & Dragons - Warriors of the Eternal Sun (USA, Europe);Dungeons & Dragons - Warriors of the Eternal Sun (Euro, USA);Genesis;;1992;;;1;;;;;;ddwares;Dungeons & Dragons: Warriors of the Eternal Sun;;;;;;
Dynamite Duke (World) (Rev A);Dynamite Duke (World, Rev. A);Genesis;;1990;;;;;;;;;dynduke;ダイナマイト デューク;;;;;;
Dynamite Headdy (USA, Europe);Dynamite Headdy (Euro, USA);Genesis;;1994;;;;;;;;;dhead;Dynamite Headdy;;;;;;
EA Hockey (Europe);EA Hockey (Euro);Genesis;;1991;;;2;;;;;;eahockey;EA Hockey;;;;;;
EA Sports Double Header (Europe);EA Sports Double Header (Euro);Genesis;;1993;;;1;;;;;;easports;EA Sports Double Header;;;;;;
ESPN Baseball Tonight (USA);ESPN Baseball Tonight (USA);Genesis;;1995;;;;;;;;;espnbb;ESPN Baseball Tonight;;;;;;
ESPN National Hockey Night (USA);ESPN National Hockey Night (USA);Genesis;;1994;;;2;;;;;;espnhn;ESPN National Hockey Night;;;;;;
ESPN Speed World (USA);ESPN Speedworld (USA);Genesis;;1994;;;2;;;;;;espnsped;ESPN Speed World;;;;;;
ESPN Sunday Night NFL (USA);ESPN Sunday Night NFL (USA);Genesis;;1994;;;2;;;;;;espnnfl;ESPN Sunday Night NFL;;;;;;
ESWAT - City under Siege (USA, Europe) (Rev A);ESWAT - City Under Siege (Euro, USA, Rev. A);Genesis;;1990;;;1;;;;;;eswat;ESWAT: City Under Siege;;;;;;
Earnest Evans (USA);Earnest Evans (USA);Genesis;;1994;;;1;;;;;;earnest;Earnest Evans;;;;;;
Earth Defense ~ Earth Defend, The (USA, Asia) (Unl);The Earth Defense (USA);Genesis;;1995;Realtec;;;;;;;;earthdef;;;;;;;
Earthworm Jim (USA);Earthworm Jim (USA);Genesis;ejim;1994;;;1;;;;;;ejimu;Earthworm Jim;;;;;;
Earthworm Jim 2 (USA);Earthworm Jim 2 (USA);Genesis;ejim2;1996;;;1;;;;;;ejim2u;Earthworm Jim 2;;;;;;
Ecco - The Tides of Time (USA);Ecco - The Tides of Time (USA);Genesis;ecco2;1994;;;1;;;;;;ecco2u;Ecco: The Tides of Time;;;;;;
Ecco Jr. (USA, Australia);Ecco Jr. (USA, Oceania, 199502);Genesis;;1995;;;;;;;;;eccojr;Ecco Jr.;;;;;;
Ecco the Dolphin (USA, Europe, Korea);Ecco the Dolphin (Euro, USA, Kor);Genesis;;1993;;;1;;;;;;ecco;Ecco the Dolphin;;;;;;
El.Viento (USA);El Viento (USA);Genesis;;1991;;;;;;;;;elviento;El Viento;;;;;;
Elemental Master (USA);Elemental Master (USA);Genesis;;1993;;;1;;;;;;elemast;Elemental Master;;;;;;
Escape 2042 - The Truth Defenders (World) (Unl);Escape 2042 - The Truth Defenders (World) (Unl);Genesis;;;;;;;;;;;;;;;;;;
Taz in Escape from Mars (USA);Escape from Mars Starring Taz (USA);Genesis;tazmars;1994;Sega;;;;;;;;tazmarsu;Taz in Escape from Mars (Box);;;;;;
Eternal Champions (USA);Eternal Champions (USA);Genesis;eternalc;1994;;;2;;;;;;eternalcu;Eternal Champions;;;;;;
European Club Soccer (Europe);European Club Soccer (Euro);Genesis;;1992;Virgin Games;;1;;;;;;euroclub;European Club Soccer;;;;;;
Evander Holyfield's 'Real Deal' Boxing (World);Evander Holyfield's 'Real Deal' Boxing (World);Genesis;;1992;;;2;;;;;;evander;ホリフィールド ボクシング;;;;;;
Ex-Mutants (USA, Europe);Ex-Mutants (Euro, USA);Genesis;;1992;;;1;;;;;;exmutant;Ex-Mutants;;;;;;
Exile (USA);Exile (USA);Genesis;;1991;;;;;;;;;exile;Exile;;;;;;
Exo Squad (USA);Exo Squad (USA);Genesis;exosquad;1995;;;;;;;;;exosquadu;Exo-Squad;;;;;;
Exodus - Journey to the Promised Land (USA) (Unl);Exodus - Journey to the Promised Land (USA);Genesis;;1993;;;1;;;;;;exodus;Exodus: Journey to the Promised Land;;;;;;
F-117 Night Storm (USA, Europe);F-117 Night Storm (Euro, USA);Genesis;;1993;;;;;;;;;f117;F-117 Night Storm;;;;;;
F-15 Strike Eagle II (USA);F-15 Strike Eagle II (USA);Genesis;f15se2;1993;;;;;;;;;f15se2u;F-15 Strike Eagle II;;;;;;
F-22 Interceptor - Advanced Tactical Fighter (USA, Europe) (F-202);F-22 Interceptor - Advanced Tactical Fighter (USA, Europe) (F-202);Genesis;;;;;;;;;;;;;;;;;;
F1 - World Championship Edition (Europe);F1 - World Championship Edition (Euro);Genesis;;1993;;;1;;;;;;f1wc;F1 - World Championship Edition;;;;;;
FIFA 98 - Road to World Cup (Europe) (En,Fr,Es,It,Sv);FIFA 98 - Road to World Cup (Euro);Genesis;;1997;Electronic Arts;;;;;;;;fifa98;;;;;;;
FIFA International Soccer (USA, Europe) (En,Fr,De,Es);FIFA International Soccer (Euro, USA);Genesis;;1994;;;1;;;;;;fifa;FIFA International Soccer;;;;;;
FIFA Soccer 95 (USA, Europe) (En,Fr,De,Es);FIFA Soccer 95 (Euro, USA);Genesis;;1994;;;1;;;;;;fifa95;FIFA Soccer '95;;;;;;
FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es,It,Sv);FIFA Soccer 96 (Euro, USA);Genesis;;1995;;;2;;;;;;fifa96;FIFA Soccer 96;;;;;;
FIFA Soccer 97 (USA, Europe) (En,Fr,De,Es,It,Sv);FIFA Soccer 97 (USA, Europe) (En,Fr,De,Es,It,Sv);Genesis;;;;;2;;;;;;;FIFA Soccer 97;;;;;;
FX Unit Yuki - The Henshin Engine (World) (Unl);FX Unit Yuki - The Henshin Engine (World) (Unl);Genesis;;;;;1;;;;;;;FX Unit Yuki: The Henshin Engine;;;;;;
Faery Tale Adventure, The (USA, Europe);The Faery Tale Adventure (Euro, USA);Genesis;;1991;;;1;;;;;;faerytal;The Faery Tale Adventure;;;;;;
Family Feud (USA);Family Feud (USA);Genesis;;1993;;;;;;;;;famfeud;Family Feud;;;;;;
Fantasia (World) (Rev A);Fantasia (World, Rev. A);Genesis;;1991;Sega;;2;;;;;;fantasia;ファンタジア ミッキーマウス・マジック;;;;;;
Fantastic Dizzy (USA, Europe) (En,Fr,De,Es,It);Fantastic Dizzy (Euro, USA);Genesis;;1991;;;1;;;;;;fantdizz;Fantastic Dizzy;;;;;;
Fatal Fury (USA);Fatal Fury (USA);Genesis;fatfury;1993;;;2;;;;;;fatfuryu;Fatal Fury;;;;;;
Fatal Fury 2 (USA, Korea);Fatal Fury 2 (USA, Kor);Genesis;;1994;;;2;;;;;;fatfury2;Fatal Fury 2;;;;;;
Fatal Labyrinth (USA, Europe);Fatal Labyrinth (Euro, USA);Genesis;;1991;;;1;;;;;;fatallab;Fatal Labyrinth;;;;;;
Fatal Rewind (USA, Europe);Fatal Rewind (Euro, USA, Rev. A);Genesis;;1991;;;;;;;;;fatalrew;Fatal Rewind;;;;;;
Ferrari Grand Prix Challenge (USA);Ferrari Grand Prix Challenge (USA);Genesis;ferrari;1992;;;;;;;;;ferrariu;Ferrari Grand Prix Challenge;;;;;;
Fighting Masters (USA);Fighting Masters (USA);Genesis;;1992;;;2;;;;;;fightmas;Fighting Masters;;;;;;
FZ Senki Axis ~ Final Zone (Japan, USA);Final Zone (USA) ~ FZ Senki Axis (Jpn);Genesis;;1990;;;;;;;;;fzone;FZ戦記 アクシス;;;;;;
Fire Shark (USA);Fire Shark (USA, Alt);Genesis;fireshrk;1990;;;;;;;;;fireshrku1;Fire Shark;;;;;;
Flashback - The Quest for Identity (USA) (En,Fr);Flashback - The Quest for Identity (USA);Genesis;flashb;1993;;;1;;;;;;flashbu;Flashback: The Quest for Identity;;;;;;
Flicky (USA, Europe);Flicky (Euro, USA);Genesis;;1991;;;1;;;;;;flicky;Flicky;;;;;;
Flink (Europe);Flink (Euro);Genesis;;1994;;;1;;;;;;flink;Flink;;;;;;
Flintstones, The (USA) (Taito);The Flintstones (USA);Genesis;flint;1993;;;;;;;;;flintu;The Flintstones;;;;;;
Foreman for Real (World);Foreman for Real (World);Genesis;;1995;;;2;;;;;;foreman;フォアマン フォーリアル;;;;;;
Forgotten Worlds (World) (Rev A);Forgotten Worlds (World, Rev. A);Genesis;;1989;;;1;;;;;;forgottn;フォゴットンワールズ;;;;;;
Formula One (USA);Formula One (USA);Genesis;f1;1993;;;2;;;;;;formula1;Formula One;;;;;;
Frank Thomas Big Hurt Baseball (USA, Europe);Frank Thomas Big Hurt Baseball (Euro, USA);Genesis;;1995;;;2;;;;;;bighurt;Frank Thomas Big Hurt Baseball;;;;;;
Frogger (USA) (Rev 1);Frogger (USA);Genesis;;1998;;;1;;;;;;frogger;Frogger;;;;;;
Fun 'n' Games (USA);Fun 'N' Games (USA);Genesis;funngame;1993;;;1;;;;;;funngameu;Fun 'N' Games;;;;;;
Funny World & Balloon Boy (USA) (Unl);Funny World & Balloon Boy (USA);Genesis;;1993;;;;;;;;;funnywld;Funny World & Balloon Boy;;;;;;
Ferias Frustradas do Pica Pau (Brazil);Férias Frustradas do Pica-Pau (Bra);Genesis;;1995;;;1;;;;;;ferias;Férias Frustradas do Pica-Pau;;;;;;
G-LOC - Air Battle (World);G-LOC Air Battle (World);Genesis;;1993;;;;;;;;;gloc;ジー・ロック;;;;;;
Gadget Twins (USA);Gadget Twins (USA);Genesis;;1992;;;2;;;;;;gadget;Gadget Twins;;;;;;
Gaiares (Japan, USA);Gaiares (Jpn, USA);Genesis;;1990;;;1;;;;;;gaiares;ガイアレス;;;;;;
Gain Ground (USA);Gain Ground (USA, Prototype);Genesis;gground;1991;;;2;;;;;;gground1p;Gain Ground;;;;;;
Legend of Galahad, The ~ Galahad (USA, Europe);Galahad (Euro, USA);Genesis;;1992;;;1;;;;;;galahad;The Legend of Galahad (Euro Box);;;;;;
Galaxy Force II (World) (Rev B);Galaxy Force II (World, Rev. B);Genesis;;1991;;;1;;;;;;gforce2;ギャラクシーフォースII;;;;;;
Garfield - Caught in the Act (USA, Europe);Garfield - Caught in the Act (Euro, USA);Genesis;;1995;;;1;;;;;;garfield;Garfield - Caught in the Act;;;;;;
Gargoyles (USA);Gargoyles (USA);Genesis;;1995;;;1;;;;;;gargoyle;Gargoyles;;;;;;
Garry Kitchen's Super Battletank - War in the Gulf (USA);Garry Kitchen's Super Battletank - War in the Gulf (USA);Genesis;;1992;;;;;;;;;sbtank;Garry Kitchen's Super Battletank: War in the Gulf;;;;;;
Gauntlet IV (USA, Europe);Gauntlet IV (Euro, USA, 199308);Genesis;gauntlt4;1993;;;4;;;;;;gauntlt4a;Gauntlet IV;;;;;;
Gemfire (USA);Gemfire (USA);Genesis;;1992;;;2;;;;;;gemfire;Gemfire;;;;;;
General Chaos (USA, Europe);General Chaos (Euro, USA);Genesis;;1994;;;4;;;;;;genchaos;General Chaos;;;;;;
Generals of the Yang Family (World) (Unl);Generals of the Yang Family (World) (Unl);Genesis;;;;;;;;;;;;;;;;;;
Generations Lost (USA, Europe);Generations Lost (Euro, USA);Genesis;;1994;;;;;;;;;genelost;Generations Lost;;;;;;
Genghis Khan II - Clan of the Gray Wolf (USA);Genghis Khan II - Clan of the Gray Wolf (USA);Genesis;;1993;;;2;;;;;;genghis2;Genghis Khan II: Clan of the Gray Wolf;;;;;;
George Foreman's KO Boxing (USA);George Foreman's KO Boxing (USA);Genesis;georgeko;1992;;;2;;;;;;georgekou;George Foreman's KO Boxing;;;;;;
Ghostbusters (USA, Europe);Ghostbusters (World, v1.1);Genesis;;1990;;;1;;;;;;ghostbst;ゴーストバスターズ;;;;;;
Gods (USA);Gods (USA);Genesis;gods;1992;;;1;;;;;;godsu;Gods;;;;;;
Golden Axe (World) (Rev B) (Sega Smash Pack);Golden Axe (World, Rev. A);Genesis;;1989;;;2;;;;;;goldnaxe;ゴールデンアックス;;;;;;
Golden Axe II (World);Golden Axe II (World);Genesis;;1991;;;2;;;;;;goldnax2;ゴールデンアックスII;;;;;;
Golden Axe III (Europe) (Virtual Console);Golden Axe III (Jpn);Genesis;;1993;;;2;;;;;;goldnax3;ゴールデンアックスIII;;;;;;
Goofy's Hysterical History Tour (USA);Goofy's Hysterical History Tour (USA);Genesis;;1993;;;;;;;;;goofy;Goofy's Hysterical History Tour;;;;;;
Granada (Japan, USA) (Rev A);Granada (Jpn, USA, v1.1);Genesis;;1990;;;;;;;;;granada;グラナダ;;;;;;
Great Circus Mystery Starring Mickey & Minnie, The (USA);The Great Circus Mystery Starring Mickey & Minnie (USA);Genesis;;1994;;;;;;;;;mickeycm;The Great Circus Mystery Starring Mickey & Minnie;;;;;;
Great Waldo Search, The (USA);The Great Waldo Search (USA);Genesis;;1992;;;1;;;;;;waldo;The Great Waldo Search;;;;;;
Greatest Heavyweights (USA);Greatest Heavyweights (USA);Genesis;ghw;1994;;;2;;;;;;ghwu;Greatest Heavyweights;;;;;;
Greendog - The Beached Surfer Dude! (USA, Europe);Greendog (Euro, USA);Genesis;;1992;Sega;;;;;;;;greendog;Greendog - The Beached Surfer Dude! (Box);;;;;;
Grind Stormer (USA);Grind Stormer (USA);Genesis;;1994;;;;;;;;;grindst;GRIND Stormer;;;;;;
Growl (USA);Growl (USA);Genesis;;1991;;;1;;;;;;growl;Growl;;;;;;
Gunfight 3 in 1 (Taiwan) (En) (Unl);Gunfight 3 in 1 (Taiwan) (En) (Unl);Genesis;;;;;1;;;;;;;Gunfight 3 in 1;;;;;;
Gunship (Europe);Gunship (Euro);Genesis;;1993;;;1;;;;;;gunship;Gunship;;;;;;
Gunstar Heroes (USA);Gunstar Heroes (USA);Genesis;gunstar;1993;;;2;;;;;;gunstaru;Gunstar Heroes;;;;;;
Hard Drivin' (World);Hard Drivin' (World);Genesis;;1991;;;;;;;;;harddriv;ハードドライビン;;;;;;
HardBall '94 (USA, Europe);HardBall '94 (Euro, USA);Genesis;;1994;;;;;;;;;hardbl94;HardBall '94;;;;;;
HardBall '95 (USA);HardBall '95 (USA);Genesis;;1995;;;2;;;;;;hardbl95;HardBall '95;;;;;;
Al Michaels Announces HardBall III (USA, Europe) (Unl);HardBall III (USA);Genesis;;1993;;;1;;;;;;hardbal3;HardBall III;;;;;;
HardBall! (USA, Europe) (Unl);HardBall! (Euro, USA);Genesis;;1991;;;;;;;;;hardball;HardBall!;;;;;;
Haunting Starring Polterguy (USA, Europe);Haunting Starring Polterguy (Euro, USA);Genesis;;1993;;;1;;;;;;haunting;Haunting Starring Polterguy;;;;;;
Head-On Soccer (USA);Head-On Soccer (USA);Genesis;feverpit;1995;;;2;;;;;;headon;Head-On Soccer;;;;;;
Heavy Nova (USA);Heavy Nova (USA);Genesis;;1992;;;;;;;;;heavynov;Heavy Nova;;;;;;
Hellfire (USA);Hellfire (USA);Genesis;hellfire;1991;;;1;;;;;;hellfireu;Hellfire;;;;;;
Hercules 2 (Taiwan) (En) (Unl);Hercules 2;Genesis;;199?;;;1;;;;;;herculs2;Hercules 2;;;;;;
Herzog Zwei (USA, Europe);Herzog Zwei (Euro, USA);Genesis;;1990;;;2;;;;;;herzog;Herzog Zwei;;;;;;
High Seas Havoc (USA);High Seas Havoc (USA);Genesis;havoc;1993;;;1;;;;;;havocu;High Seas Havoc;;;;;;
Hit the Ice - VHL - The Official Video Hockey League (USA);Hit the Ice (USA);Genesis;;1992;;;4;;;;;;hitice;Hit the Ice (Williams);;;;;;
Home Alone (USA, Europe);Home Alone (Euro, USA);Genesis;;1992;;;1;;;;;;homea;Home Alone;;;;;;
Home Alone 2 - Lost in New York (USA);Home Alone 2 - Lost in New York (USA);Genesis;;1993;;;1;;;;;;homea2;Home Alone 2: Lost in New York;;;;;;
Hook (USA);Hook (USA);Genesis;hook;1992;;;1;;;;;;hooku;Hook;;;;;;
Humans, The (USA);The Humans (USA);Genesis;;1992;;;1;;;;;;humans;The Humans;;;;;;
Hurricanes (Europe);Hurricanes (Euro);Genesis;;1994;;;2;;;;;;hurrican;Hurricanes;;;;;;
IMG International Tour Tennis (USA, Europe);IMG International Tour Tennis (Euro, USA);Genesis;;1994;;;;;;;;;imgitt;IMG International Tour Tennis;;;;;;
Immortal, The (USA, Europe);The Immortal (Euro, USA);Genesis;;1993;;;;;;;;;immortal;The Immortal;;;;;;
Incredible Crash Dummies, The (USA, Europe);The Incredible Crash Dummies (Euro, USA);Genesis;;1993;;;2;;;;;;crashdum;The Incredible Crash Dummies;;;;;;
Incredible Hulk, The (USA, Europe);The Incredible Hulk (Euro, USA);Genesis;;1994;;;1;;;;;;hulk;The Incredible Hulk;;;;;;
Indiana Jones and the Last Crusade (USA);Indiana Jones and the Last Crusade (USA);Genesis;indycrus;1992;;;1;;;;;;indycrusu;Indiana Jones and the Last Crusade;;;;;;
Insector X (USA);Insector X (USA);Genesis;;1990;;;1;;;;;;insectx;Insector X;;;;;;
Instruments of Chaos Starring Young Indiana Jones (USA);Instruments of Chaos Starring Young Indiana Jones (USA);Genesis;;1994;;;;;;;;;instch;Instruments of Chaos starring Young Indiana Jones;;;;;;
International Rugby (Europe);International Rugby (Euro);Genesis;;1993;;;2;;;;;;intrugby;International Rugby;;;;;;
International Superstar Soccer Deluxe (Europe);International Superstar Soccer Deluxe (Euro, Bra);Genesis;;1996;;;4;;;;;;issdx;International Superstar Soccer Deluxe;;;;;;
Ishido - The Way of Stones (USA) (Unl);Ishido - The Way of Stones (USA);Genesis;;1990;;;;;;;;;ishido;Ishido: The Way of Stones;;;;;;
Izzy's Quest for the Olympic Rings (USA, Europe);Izzy's Quest for the Olympic Rings (Euro, USA);Genesis;;1995;;;1;;;;;;izzyqst;Izzy's Quest for the Olympic Rings;;;;;;
Jack Nicklaus' Power Challenge Golf (USA, Europe);Jack Nicklaus' Power Challenge Golf (Euro, USA);Genesis;;1993;;;;;;;;;nicklaus;Jack Nicklaus' Power Challenge Golf;;;;;;
James 'Buster' Douglas Knockout Boxing (USA, Europe);James 'Buster' Douglas Knockout Boxing (Euro, USA);Genesis;;1990;;;;;;;;;jbdougko;James 'Buster' Douglas Knockout Boxing;;;;;;
James Bond 007 - The Duel (USA);James Bond 007 - The Duel (USA);Genesis;jb007;1992;;;;;;;;;jb007u;James Bond 007: The Duel;;;;;;
James Pond - Underwater Agent (USA, Europe);James Pond - Underwater Agent (Euro, USA);Genesis;;1993;;;1;;;;;;jpond;James Pond: Underwater Agent;;;;;;
James Pond 3 (USA, Europe);James Pond 3 - Operation Starfish (Euro, USA);Genesis;;1993;;;1;;;;;;jpond3;James Pond 3: Operation Starfish;;;;;;
James Pond II - Codename - Robocod (USA, Europe);James Pond II - Codename RoboCod (Euro, USA);Genesis;;1991;;;1;;;;;;robocod;James Pond 2: Codename RoboCod;;;;;;
Jammit (USA);Jammit (USA);Genesis;;1994;;;2;;;;;;jammit;Jammit;;;;;;
Jennifer Capriati Tennis (USA);Jennifer Capriati Tennis (USA);Genesis;grandsl;1992;;;;;;;;;jennifct;Jennifer Capriati Tennis;;;;;;
Jeopardy! (USA);Jeopardy! (USA);Genesis;;1992;;;2;;;;;;jeopardy;Jeopardy!;;;;;;
Jeopardy! - Deluxe Edition (USA);Jeopardy! Deluxe (USA);Genesis;;1993;GameTek;;;;;;;;jeopardd;;;;;;;
Jeopardy! - Sports Edition (USA);Jeopardy! Sports Edition (USA);Genesis;;1993;;;2;;;;;;jeopards;Jeopardy! Sports Edition;;;;;;
Jerry Glanville's Pigskin Footbrawl (USA);Jerry Glanville's Pigskin Footbrawl (USA);Genesis;;1992;;;;;;;;;pigskinf;Jerry Glanville's Pigskin Footbrawl;;;;;;
Jewel Master (USA, Europe);Jewel Master (Euro, USA, Rev. A);Genesis;;1991;;;1;;;;;;jewelms;Jewel Master;;;;;;
Jimmy White's Whirlwind Snooker (Europe);Jimmy White's Whirlwind Snooker (Euro);Genesis;;1991;;;2;;;;;;jimmywws;Jimmy White's Whirlwind Snooker;;;;;;
Joe & Mac (USA);Joe & Mac (USA);Genesis;;1991;;;2;;;;;;joemac;Joe & Mac;;;;;;
Joe Montana Football (World);Joe Montana Football (World);Genesis;;1990;;;2;;;;;;joemont;ジョー モンタナ フットボール;;;;;;
Joe Montana II Sports Talk Football (World) (Rev A);Joe Montana II Sports Talk Football (World, Rev. A);Genesis;;1991;;;2;;;;;;joemont2;ジョー・モンタナII スポーツトークフットボール;;;;;;
John Madden Football '92 (USA, Europe);John Madden Football '92 (Euro, USA);Genesis;;1991;;;;;;;;;madden92;John Madden Football '92;;;;;;
John Madden Football '93 (USA, Europe);John Madden Football '93 (Euro, USA);Genesis;;1992;;;;;;;;;madden93;John Madden Football '93;;;;;;
John Madden Football - Championship Edition (USA);John Madden Football '93 - Championship Edition (USA);Genesis;;1992;;;2;;;;;;madd93ce;John Madden Football '93: Championship Edition;;;;;;
John Madden Football (USA, Europe);John Madden Football (Euro, USA);Genesis;;1990;;;;;;;;;madden;John Madden Football;;;;;;
Joshua & the Battle of Jericho (USA) (Unl);Joshua & The Battle of Jericho (USA);Genesis;;1992;;;;;;;;;joshua;Joshua & the Battle of Jericho;;;;;;
Judge Dredd (World);Judge Dredd (World);Genesis;;1995;;;1;;;;;;jdredd;ジャッジ・ドレッド;;;;;;
Junction (Japan, USA);Junction (Jpn, USA);Genesis;;1990;;;;;;;;;junction;ジャンクション;;;;;;
Jungle Strike (USA, Europe);Jungle Strike (Euro, USA);Genesis;;1993;;;1;;;;;;jstrike;Jungle Strike;;;;;;
Jurassic Park (USA);Jurassic Park (USA);Genesis;jpark;1993;;;1;;;;;;jparku;Jurassic Park;;;;;;
Jurassic Park - Rampage Edition (USA, Europe);Jurassic Park - Rampage Edition (Euro, USA);Genesis;;1994;;;1;;;;;;jparkre;Jurassic Park: Rampage Edition;;;;;;
Justice League Task Force (World);Justice League Task Force (World);Genesis;;1995;;;2;;;;;;jleague;ジャスティスリーグTASK FORCE;;;;;;
Ka-Ge-Ki - Fists of Steel (USA);Ka-Ge-Ki - Fists of Steel (USA);Genesis;;1991;;;;;;;;;kageki;Ka-Ge-Ki: Fists of Steel;;;;;;
Kawasaki Superbike Challenge (USA, Europe);Kawasaki Superbike Challenge (Euro, USA);Genesis;;1994;;;2;;;;;;kawasaki;Kawasaki Superbike Challenge;;;;;;
Kick Off 3 - European Challenge (Europe);Kick Off 3 - European Challenge (Euro);Genesis;;1994;;;;;;;;;kickoff3;Kick Off 3: European Challenge;;;;;;
Kid Chameleon (USA, Europe);Kid Chameleon (Euro, Korea, USA);Genesis;;1992;;;;;;;;;kidcham;Kid Chameleon;;;;;;
King Salmon - The Big Catch (USA);King Salmon - The Big Catch (USA);Genesis;;1993;;;;;;;;;kingsal;King Salmon: The Big Catch;;;;;;
King of the Monsters (USA);King of the Monsters (USA);Genesis;kotm;1993;;;2;;;;;;kotmu;King of the Monsters;;;;;;
King of the Monsters 2 (USA);King of the Monsters 2 (USA);Genesis;;1994;;;2;;;;;;kotm2;King of the Monsters 2;;;;;;
King's Bounty - The Conqueror's Quest (USA, Europe);King's Bounty - The Conqueror's Quest (Euro, USA);Genesis;;1991;;;1;;;;;;kbounty;King's Bounty: The Conqueror's Quest;;;;;;
Klax (USA, Europe) (Tengen);Klax (Euro, USA);Genesis;;1990;;;;;;;;;klax;Klax;;;;;;
Krusty's Super Fun House (USA, Europe) (Rev A);Krusty's Super Fun House (Euro, USA, Rev. A);Genesis;;1992;;;1;;;;;;krustyfh;Krusty's Super Fun House;;;;;;
LHX Attack Chopper (USA, Europe);LHX Attack Chopper (Euro, USA);Genesis;;1992;;;;;;;;;lhx;LHX Attack Chopper;;;;;;
La Russa Baseball 95 (USA, Australia);La Russa Baseball 95 (USA, Oceania);Genesis;;1994;;;1;;;;;;laruss95;La Russa Baseball 95;;;;;;
