#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Bermuda Triangle (USA);Bermuda Triangle (USA);Atari2600;;;;;1;;;;;;;Bermuda Triangle;;;;;;
Berzerk (Japan, USA);Berzerk (Japan, USA);Atari2600;;;;;;;;;;;;Berzerk;;;;;;
Big Bird's Egg Catch (Japan, USA);Big Bird's Egg Catch (Japan, USA);Atari2600;;;;;2;;;;;;;Big Bird's Egg Catch;;;;;;
Blueprint (USA);Blueprint (USA);Atari2600;;;;;2;;;;;;;Blue Print;;;;;;
Bobby is Going Home (USA);Bobby is Going Home (USA);Atari2600;;;;;1;;;;;;;Bobby is Going Home;;;;;;
Boing! (USA);Boing! (USA);Atari2600;;;;;;;;;;;;Boing!;;;;;;
Bowling (USA);Bowling (USA);Atari2600;;;;;2;;;;;;;Bowling;;;;;;
Boxing (USA);Boxing (USA);Atari2600;;;;;2;;;;;;;Boxing;;;;;;
Brain Games (USA);Brain Games (USA);Atari2600;;;;;2;;;;;;;Brain Games;;;;;;
Breakout ~ Breakaway IV (Japan, USA);Breakout ~ Breakaway IV (Japan, USA);Atari2600;;;;;;;;;;;;;;;;;;
Bridge (USA) (v1.1);Bridge (USA) (v1.1);Atari2600;;;;;;;;;;;;Bridge;;;;;;
Buck Rogers - Planet of Zoom (USA);Buck Rogers - Planet of Zoom (USA);Atari2600;;;;;;;;;;;;Buck Rogers Planet Of Zoom;;;;;;
Bugs (USA);Bugs (USA);Atari2600;;;;;;;;;;;;Bugs;;;;;;
Bump 'n' Jump (USA);Bump 'n' Jump (USA);Atari2600;;;;;1;;;;;;;Bump 'n' Jump;;;;;;
Bumper Bash (USA);Bumper Bash (USA);Atari2600;;;;;1;;;;;;;Bumper Bash;;;;;;
BurgerTime (USA);BurgerTime (USA);Atari2600;;;;;2;;;;;;;BurgerTime;;;;;;
Burning Desire (USA);Burning Desire (USA);Atari2600;;;;;1;;;;;;;Burning Desire;;;;;;
Cakewalk (USA);Cakewalk (USA);Atari2600;;;;;1;;;;;;;Cakewalk;;;;;;
California Games (USA);California Games (USA);Atari2600;;;;;2;;;;;;;California Games;;;;;;
Canyon Bomber (USA);Canyon Bomber (USA);Atari2600;;;;;2;;;;;;;Canyon Bomber;;;;;;
Carnival (USA);Carnival (USA);Atari2600;;;;;1;;;;;;;Carnival;;;;;;
Casino ~ Poker Plus (USA);Casino ~ Poker Plus (USA);Atari2600;;;;;;;;;;;;;;;;;;
Cat Trax (USA);Cat Trax (USA);Atari2600;;;;;1;;;;;;;Cat Trax;;;;;;
Cathouse Blues (USA);Cathouse Blues (USA);Atari2600;;;;;1;;;;;;;Cathouse Blues;;;;;;
Centipede (Japan, USA);Centipede (Japan, USA);Atari2600;;;;;1;;;;;;;Centipede;;;;;;
Challenge (Canada);Challenge (Canada);Atari2600;;;;;;;;;;;;Challenge;;;;;;
Challenge of.... NEXAR, The (USA);Challenge of.... NEXAR, The (USA);Atari2600;;;;;1;;;;;;;Challenge of Nexar;;;;;;
Championship Soccer ~ Soccer (USA);Championship Soccer ~ Soccer (USA);Atari2600;;;;;;;;;;;;;;;;;;
Chase the Chuck Wagon (USA);Chase the Chuck Wagon (USA);Atari2600;;;;;1;;;;;;;Chase the Chuck Wagon;;;;;;
Checkers (USA);Checkers (USA);Atari2600;;;;;1;;;;;;;Checkers;;;;;;
China Syndrome (USA);China Syndrome (USA);Atari2600;;;;;1;;;;;;;China Syndrome;;;;;;
Chopper Command (USA);Chopper Command (USA);Atari2600;;;;;1;;;;;;;Chopper Command;;;;;;
Chuck Norris Superkicks (USA);Chuck Norris Superkicks (USA);Atari2600;;;;;1;;;;;;;Chuck Norris Superkicks;;;;;;
Circus Atari (Japan, USA);Circus Atari (Japan, USA);Atari2600;;;;;2;;;;;;;Circus Atari;;;;;;
Coco Nuts (USA);Coco Nuts (USA);Atari2600;;;;;2;;;;;;;Coconuts;;;;;;
Codebreaker (USA);Codebreaker (USA);Atari2600;;;;;;;;;;;;Codebreaker;;;;;;
Combat ~ Tank-Plus (USA);Combat ~ Tank-Plus (USA);Atari2600;;;;;;;;;;;;;;;;;;
Commando (USA);Commando (USA);Atari2600;;;;;1;;;;;;;Commando;;;;;;
Commando Raid (USA);Commando Raid (USA);Atari2600;;;;;1;;;;;;;Commando Raid;;;;;;
Communist Mutants from Space (USA);Communist Mutants from Space (USA);Atari2600;;;;;;;;;;;;Communist Mutants From Space;;;;;;
Condor Attack (USA);Condor Attack (USA);Atari2600;;;;;1;;;;;;;Condor Attack;;;;;;
Congo Bongo (USA);Congo Bongo (USA);Atari2600;;;;;2;;;;;;;Congo Bongo;;;;;;
Cookie Monster Munch (USA);Cookie Monster Munch (USA);Atari2600;;;;;;;;;;;;Cookie Monster Munch;;;;;;
Cosmic Ark (USA);Cosmic Ark (USA);Atari2600;;;;;2;;;;;;;Cosmic Ark;;;;;;
Cosmic Commuter (USA);Cosmic Commuter (USA);Atari2600;;;;;;;;;;;;Cosmic Commuter;;;;;;
Cosmic Creeps (USA);Cosmic Creeps (USA);Atari2600;;;;;1;;;;;;;Cosmic Creeps;;;;;;
Cosmic Swarm (USA);Cosmic Swarm (USA);Atari2600;;;;;1;;;;;;;Cosmic Swarm;;;;;;
Crackpots (USA);Crackpots (USA);Atari2600;;;;;;;;;;;;Crackpots;;;;;;
Crash Dive (USA);Crash Dive (USA);Atari2600;;;;;2;;;;;;;Crash Dive;;;;;;
Crazy Climber (USA);Crazy Climber (USA);Atari2600;;;;;;;;;;;;Crazy Climber;;;;;;
Cross Force (USA);Cross Force (USA);Atari2600;;;;;2;;;;;;;Cross Force;;;;;;
Crossbow (USA);Crossbow (USA);Atari2600;;;;;1;;;;;;;Crossbow;;;;;;
Crypts of Chaos (USA);Crypts of Chaos (USA);Atari2600;;;;;1;;;;;;;Crypts of Chaos;;;;;;
Crystal Castles (USA);Crystal Castles (USA);Atari2600;;;;;2;;;;;;;Crystal Castles;;;;;;
Custer's Revenge (USA);Custer's Revenge (USA);Atari2600;;;;;1;;;;;;;Custer's Revenge;;;;;;
Dancing Plate (USA);Dancing Plate (USA);Atari2600;;;;;1;;;;;;;Dancing Plate;;;;;;
Dark Cavern (USA);Dark Cavern (USA);Atari2600;;;;;;;;;;;;Dark Cavern;;;;;;
Dark Chambers (USA);Dark Chambers (USA);Atari2600;;;;;2;;;;;;;Dark Chambers;;;;;;
Deadly Duck (USA);Deadly Duck (USA);Atari2600;;;;;;;;;;;;Deadly Duck;;;;;;
Death Trap (USA);Death Trap (USA);Atari2600;;;;;;;;;;;;Death Trap;;;;;;
Defender (USA);Defender (USA);Atari2600;;;;;2;;;;;;;Defender;;;;;;
Demolition Herby (USA);Demolition Herby (USA);Atari2600;;;;;1;;;;;;;Demolition Herby;;;;;;
Demon Attack (USA) (Rev 1);Demon Attack (USA) (Rev 1);Atari2600;;;;;;;;;;;;Demon Attack;;;;;;
Demons to Diamonds (USA);Demons to Diamonds (USA);Atari2600;;;;;2;;;;;;;Demons To Diamonds;;;;;;
Desert Falcon (USA);Desert Falcon (USA);Atari2600;;;;;;;;;;;;Desert Falcon;;;;;;
Dice Puzzle (USA);Dice Puzzle (USA);Atari2600;;;;;1;;;;;;;Dice Puzzle;;;;;;
Dig Dug (USA);Dig Dug (USA);Atari2600;;;;;2;;;;;;;Dig Dug;;;;;;
Dodge 'Em ~ Dodger Cars (USA);Dodge 'Em ~ Dodger Cars (USA);Atari2600;;;;;;;;;;;;;;;;;;
Dolphin (USA);Dolphin (USA);Atari2600;;;;;;;;;;;;Dolphin;;;;;;
Donkey Kong (USA);Donkey Kong (USA);Atari2600;;;;;2;;;;;;;Donkey Kong;;;;;;
Donkey Kong Junior (USA);Donkey Kong Junior (USA);Atari2600;;;;;2;;;;;;;Donkey Kong Junior;;;;;;
Double Dragon (USA);Double Dragon (USA);Atari2600;;;;;2;;;;;;;Double Dragon;;;;;;
Double Dunk (USA);Double Dunk (USA);Atari2600;;;;;2;;;;;;;Double Dunk;;;;;;
Dragon Defender (Europe);Dragon Defender (Europe);Atari2600;;;;;1;;;;;;;Dragon Defender;;;;;;
Dragonfire (USA);Dragonfire (USA);Atari2600;;;;;1;;;;;;;Dragonfire;;;;;;
Dragonstomper (USA);Dragonstomper (USA);Atari2600;;;;;;;;;;;;Dragonstomper;;;;;;
Dragster (USA);Dragster (USA);Atari2600;;;;;2;;;;;;;Dragster;;;;;;
Dukes of Hazzard (USA);Dukes of Hazzard (USA);Atari2600;;;;;1;;;;;;;Dukes of Hazzard;;;;;;
E.T. - The Extra-Terrestrial (USA);E.T. - The Extra-Terrestrial (USA);Atari2600;;;;;1;;;;;;;E.T. The Extra-Terrestrial;;;;;;
Earth Dies Screaming, The (USA);Earth Dies Screaming, The (USA);Atari2600;;;;;;;;;;;;;;;;;;
Eggomania (USA);Eggomania (USA);Atari2600;;;;;4;;;;;;;Eggomania;;;;;;
Eli's Ladder (USA);Eli's Ladder (USA);Atari2600;;;;;2;;;;;;;Eli's Ladder;;;;;;
Encounter at L-5 (USA);Encounter at L-5 (USA);Atari2600;;;;;1;;;;;;;Encounter At L5;;;;;;
Enduro (USA);Enduro (USA);Atari2600;;;;;1;;;;;;;Enduro;;;;;;
Entombed (USA);Entombed (USA);Atari2600;;;;;2;;;;;;;Entombed;;;;;;
Escape from the Mindmaster (USA);Escape from the Mindmaster (USA);Atari2600;;;;;1;;;;;;;Escape from the Mindmaster;;;;;;
Espial (USA);Espial (USA);Atari2600;;;;;1;;;;;;;Espial;;;;;;
Exocet (Europe);Exocet (Europe);Atari2600;;;;;1;;;;;;;Exocet;;;;;;
Extra Terrestrials (USA);Extra Terrestrials (USA);Atari2600;;;;;1;;;;;;;Extra Terrestrials;;;;;;
Fantastic Voyage (USA);Fantastic Voyage (USA);Atari2600;;;;;;;;;;;;Fantastic Voyage;;;;;;
Farmyard Fun (USA);Farmyard Fun (USA);Atari2600;;;;;;;;;;;;Farmyard Fun;;;;;;
Fast Eddie (USA);Fast Eddie (USA);Atari2600;;;;;;;;;;;;Fast Eddie;;;;;;
Fast Food (USA);Fast Food (USA);Atari2600;;;;;;;;;;;;Fast Food;;;;;;
Fatal Run (USA);Fatal Run (USA);Atari2600;;;;;1;;;;;;;Fatal Run;;;;;;
Fathom (USA);Fathom (USA);Atari2600;;;;;;;;;;;;Fathom;;;;;;
Final Approach (USA);Final Approach (USA);Atari2600;;;;;2;;;;;;;Final Approach;;;;;;
Fire Fighter (USA);Fire Fighter (USA);Atari2600;;;;;1;;;;;;;Fire Fighter;;;;;;
Fire Fly (USA);Fire Fly (USA);Atari2600;;;;;;;;;;;;Fire Fly;;;;;;
Fireball (USA);Fireball (USA);Atari2600;;;;;4;;;;;;;Fireball;;;;;;
Fishing Derby (USA);Fishing Derby (USA);Atari2600;;;;;2;;;;;;;Fishing Derby;;;;;;
Flag Capture ~ Capture (USA);Flag Capture ~ Capture (USA);Atari2600;;;;;;;;;;;;;;;;;;
Flash Gordon (USA);Flash Gordon (USA);Atari2600;;;;;;;;;;;;Flash Gordon;;;;;;
Football (USA);Football (USA);Atari2600;;;;;2;;;;;;;Football;;;;;;
Forest (Europe);Forest (Europe);Atari2600;;;;;1;;;;;;;Forest;;;;;;
Frankenstein's Monster (USA);Frankenstein's Monster (USA);Atari2600;;;;;;;;;;;;Frankenstein's Monster;;;;;;
Freeway (USA);Freeway (USA);Atari2600;;;;;1;;;;;;;Freeway (Activision);;;;;;
Frisco (USA);Frisco (USA);Atari2600;;;;;1;;;;;;;Frisco;;;;;;
Frogger (USA);Frogger (USA);Atari2600;;;;;1;;;;;;;Frogger;;;;;;
Frogger II - Threeedeep! (USA);Frogger II - Threeedeep! (USA);Atari2600;;;;;1;;;;;;;Frogger II: Threeedeep!;;;;;;
Frogs and Flies (USA);Frogs and Flies (USA);Atari2600;;;;;2;;;;;;;Frogs and Flies;;;;;;
Front Line (USA);Front Line (USA);Atari2600;;;;;;;;;;;;Front Line;;;;;;
Frostbite (USA);Frostbite (USA);Atari2600;;;;;;;;;;;;Frostbite;;;;;;
G.I. Joe - Cobra Strike (USA);G.I. Joe - Cobra Strike (USA);Atari2600;;;;;2;;;;;;;G.I. Joe: Cobra Strike;;;;;;
Galaxian (USA);Galaxian (USA);Atari2600;;;;;2;;;;;;;Galaxian;;;;;;
Gamma-Attack (USA);Gamma-Attack (USA);Atari2600;;;;;1;;;;;;;Gamma-Attack;;;;;;
Gangster Alley (USA);Gangster Alley (USA);Atari2600;;;;;2;;;;;;;Gangster Alley;;;;;;
Gas Hog (USA);Gas Hog (USA);Atari2600;;;;;1;;;;;;;Gas Hog;;;;;;
Gauntlet (USA);Gauntlet (USA);Atari2600;;;;;1;;;;;;;Gauntlet;;;;;;
Ghost Manor (USA);Ghost Manor (USA);Atari2600;;;;;1;;;;;;;Ghost Manor;;;;;;
Ghostbusters (USA);Ghostbusters (USA);Atari2600;;;;;1;;;;;;;Ghostbusters;;;;;;
Ghostbusters II (Europe);Ghostbusters II (Europe);Atari2600;;;;;1;;;;;;;Ghostbusters II;;;;;;
Gigolo (USA);Gigolo (USA);Atari2600;;;;;;;;;;;;Gigolo;;;;;;
Glacier Patrol (USA);Glacier Patrol (USA);Atari2600;;;;;;;;;;;;GLACIER PATROL;;;;;;
Glib - Video Word Game (USA);Glib - Video Word Game (USA);Atari2600;;;;;;;;;;;;;;;;;;
Golf (USA);Golf (USA);Atari2600;;;;;2;;;;;;;Golf;;;;;;
Gopher (USA);Gopher (USA);Atari2600;;;;;1;;;;;;;Gopher;;;;;;
Gorf (USA);Gorf (USA);Atari2600;;;;;2;;;;;;;Gorf;;;;;;
Grand Prix (USA);Grand Prix (USA);Atari2600;;;;;1;;;;;;;Grand Prix;;;;;;
Gravitar (USA);Gravitar (USA);Atari2600;;;;;;;;;;;;Gravitar;;;;;;
Gremlins (USA);Gremlins (USA);Atari2600;;;;;;;;;;;;Gremlins;;;;;;
Guardian (USA);Guardian (USA);Atari2600;;;;;1;;;;;;;Guardian;;;;;;
Gyruss (USA);Gyruss (USA);Atari2600;;;;;1;;;;;;;Gyruss;;;;;;
H.E.R.O. (USA);H.E.R.O. (USA);Atari2600;;;;;1;;;;;;;HERO;;;;;;
Halloween (USA);Halloween (USA);Atari2600;;;;;;;;;;;;Halloween;;;;;;
Hangman ~ Spelling (USA);Hangman ~ Spelling (USA);Atari2600;;;;;;;;;;;;;;;;;;
Haunted House (USA);Haunted House (USA);Atari2600;;;;;;;;;;;;Haunted House;;;;;;
Home Run ~ Baseball (USA);Home Run ~ Baseball (USA);Atari2600;;;;;;;;;;;;;;;;;;
Human Cannonball ~ Cannon Man (USA);Human Cannonball ~ Cannon Man (USA);Atari2600;;;;;;;;;;;;;;;;;;
Hunt & Score ~ Memory Match (USA);Hunt & Score ~ Memory Match (USA);Atari2600;;;;;;;;;;;;;;;;;;
IQ 180 (USA);IQ 180 (USA);Atari2600;;;;;2;;;;;;;IQ 180;;;;;;
Ice Hockey (USA);Ice Hockey (USA);Atari2600;;;;;2;;;;;;;Ice Hockey;;;;;;
Ikari Warriors (USA);Ikari Warriors (USA);Atari2600;;;;;2;;;;;;;Ikari Warriors;;;;;;
Indy 500 ~ Race (USA);Indy 500 ~ Race (USA);Atari2600;;;;;;;;;;;;;;;;;;
Infiltrate (USA);Infiltrate (USA);Atari2600;;;;;;;;;;;;Infiltrate;;;;;;
International Soccer (USA);International Soccer (USA);Atari2600;;;;;2;;;;;;;International Soccer;;;;;;
James Bond 007 (USA);James Bond 007 (USA);Atari2600;;;;;1;;;;;;;James Bond 007;;;;;;
Jawbreaker (USA);Jawbreaker (USA);Atari2600;;;;;1;;;;;;;Jawbreaker;;;;;;
Journey Escape (USA);Journey Escape (USA);Atari2600;;;;;;;;;;;;Journey Escape;;;;;;
Joust (USA);Joust (USA);Atari2600;;;;;2;;;;;;;Joust;;;;;;
Jr. Pac-Man (USA);Jr. Pac-Man (USA);Atari2600;;;;;2;;;;;;;Jr. Pac-Man;;;;;;
Jungle Fever ~ Knight on the Town (USA);Jungle Fever ~ Knight on the Town (USA);Atari2600;;;;;;;;;;;;;;;;;;
Jungle Hunt (USA);Jungle Hunt (USA);Atari2600;;;;;2;;;;;;;Jungle Hunt;;;;;;
Kaboom! (USA);Kaboom! (USA);Atari2600;;;;;2;;;;;;;Kaboom!;;;;;;
Kangaroo (USA);Kangaroo (USA);Atari2600;;;;;;;;;;;;Kangaroo;;;;;;
Karate (USA);Karate (USA);Atari2600;;;;;2;;;;;;;Karate (Froggo Games);;;;;;
Keystone Kapers (USA);Keystone Kapers (USA);Atari2600;;;;;1;;;;;;;Keystone Kapers;;;;;;
Killer Satellites (USA);Killer Satellites (USA);Atari2600;;;;;;;;;;;;Killer Satellites;;;;;;
King Kong (USA);King Kong (USA);Atari2600;;;;;2;;;;;;;King Kong;;;;;;
Klax (USA);Klax (USA);Atari2600;;;;;;;;;;;;Klax;;;;;;
Kool-Aid Man (USA);Kool-Aid Man (USA);Atari2600;;;;;1;;;;;;;Kool-Aid Man;;;;;;
Krull (USA);Krull (USA);Atari2600;;;;;2;;;;;;;Krull;;;;;;
Kung-Fu Master (USA);Kung-Fu Master (USA);Atari2600;;;;;1;;;;;;;Kung Fu Master;;;;;;
Lady In Wading (USA);Lady In Wading (USA);Atari2600;;;;;;;;;;;;Lady In Wading;;;;;;
Laser Blast (USA);Laser Blast (USA);Atari2600;;;;;1;;;;;;;Laser Blast;;;;;;
Laser Gates (USA);Laser Gates (USA);Atari2600;;;;;;;;;;;;Laser Gates;;;;;;
Lilly Adventure (USA);Lilly Adventure (USA);Atari2600;;;;;1;;;;;;;Lilly Adventure;;;;;;
Lochjaw (USA);Lochjaw (USA);Atari2600;;;;;;;;;;;;LOCHJAW;;;;;;
Lock 'n' Chase (USA);Lock 'n' Chase (USA);Atari2600;;;;;;;;;;;;Lock 'N' Chase;;;;;;
London Blitz (USA);London Blitz (USA);Atari2600;;;;;;;;;;;;LONDON BLITZ;;;;;;
Lost Luggage (USA);Lost Luggage (USA);Atari2600;;;;;2;;;;;;;Lost Luggage;;;;;;
M.A.D. (USA);M.A.D. (USA);Atari2600;;;;;2;;;;;;;M.A.D.;;;;;;
M.A.S.H (USA);M.A.S.H (USA);Atari2600;;;;;1;;;;;;;M*A*S*H;;;;;;
MagiCard (USA);MagiCard (USA);Atari2600;;;;;;;;;;;;MagiCard;;;;;;
Malagai (USA);Malagai (USA);Atari2600;;;;;1;;;;;;;Malagai;;;;;;
Mangia' (USA);Mangia' (USA);Atari2600;;;;;1;;;;;;;Mangia';;;;;;
Marauder (USA);Marauder (USA);Atari2600;;;;;1;;;;;;;Marauder;;;;;;
Marine Wars (USA);Marine Wars (USA);Atari2600;;;;;;;;;;;;Marine Wars;;;;;;
Mario Bros. (USA);Mario Bros. (USA);Atari2600;;;;;2;;;;;;;Mario Bros.;;;;;;
Master Builder (USA);Master Builder (USA);Atari2600;;;;;;;;;;;;Master Builder;;;;;;
Masters of the Universe - The Power of He-Man (USA);Masters of the Universe - The Power of He-Man (USA);Atari2600;;;;;1;;;;;;;Masters of the Universe: The Power of He-Man;;;;;;
Math Gran Prix (USA);Math Gran Prix (USA);Atari2600;;;;;;;;;;;;Math Gran Prix;;;;;;
Maze Craze - A Game of Cops 'n Robbers ~ Maze Mania - A Game of Cops 'n Robbers (USA);Maze Craze - A Game of Cops 'n Robbers ~ Maze Mania - A Game of Cops 'n Robbers (USA);Atari2600;;;;;;;;;;;;;;;;;;
Mega Force (USA);Mega Force (USA);Atari2600;;;;;;;;;;;;Mega Force;;;;;;
MegaBoy (USA);MegaBoy (USA);Atari2600;;;;;1;;;;;;;MegaBoy (Dynacom);;;;;;
MegaMania - A Space Nightmare (USA);MegaMania - A Space Nightmare (USA);Atari2600;;;;;;;;;;;;;;;;;;
Midnight Magic (USA);Midnight Magic (USA);Atari2600;;;;;1;;;;;;;Midnight Magic;;;;;;
Millipede (USA);Millipede (USA);Atari2600;;;;;2;;;;;;;Millipede;;;;;;
Mind Maze (USA);Mind Maze (USA);Atari2600;;;;;1;;;;;;;Mind Maze;;;;;;
Miner 2049er - Starring Bounty Bob (USA);Miner 2049er - Starring Bounty Bob (USA);Atari2600;;;;;;;;;;;;;;;;;;
Miner 2049er Volume II (USA);Miner 2049er Volume II (USA);Atari2600;;;;;1;;;;;;;Miner 2049er Volume II;;;;;;
Mines of Minos (USA);Mines of Minos (USA);Atari2600;;;;;1;;;;;;;Mines of Minos;;;;;;
Miniature Golf ~ Arcade Golf (USA);Miniature Golf ~ Arcade Golf (USA);Atari2600;;;;;;;;;;;;;;;;;;
Missile Command (USA);Missile Command (USA);Atari2600;;;;;2;;;;;;;Missile Command;;;;;;
Missile Control (Europe);Missile Control (Europe);Atari2600;;;;;1;;;;;;;Missile Control;;;;;;
Mission 3,000 A.D. (USA);Mission 3,000 A.D. (USA);Atari2600;;;;;1;;;;;;;Mission 3000 A.D.;;;;;;
Mission Survive (Europe);Mission Survive (Europe);Atari2600;;;;;1;;;;;;;Mission Survive;;;;;;
Mogul Maniac (USA);Mogul Maniac (USA);Atari2600;;;;;;;;;;;;Mogul Maniac;;;;;;
Montezuma's Revenge - Featuring Panama Joe (USA);Montezuma's Revenge - Featuring Panama Joe (USA);Atari2600;;;;;1;;;;;;;Montezuma's Revenge Featuring Panama Joe;;;;;;
Moon Patrol (USA);Moon Patrol (USA);Atari2600;;;;;1;;;;;;;Moon Patrol;;;;;;
Moonsweeper (USA);Moonsweeper (USA);Atari2600;;;;;;;;;;;;Moonsweeper;;;;;;
MotoRodeo (USA);MotoRodeo (USA);Atari2600;;;;;;;;;;;;MotoRodeo;;;;;;
Motocross (USA);Motocross (USA);Atari2600;;;;;;;;;;;;Motocross;;;;;;
Motocross Racer (USA);Motocross Racer (USA);Atari2600;;;;;1;;;;;;;Motocross Racer;;;;;;
Mountain King (USA);Mountain King (USA);Atari2600;;;;;1;;;;;;;Mountain King;;;;;;
Mouse Trap (USA);Mouse Trap (USA);Atari2600;;;;;2;;;;;;;Mouse Trap;;;;;;
Mr. Do! (USA);Mr. Do! (USA);Atari2600;;;;;2;;;;;;;Mr. Do!;;;;;;
Mr. Do!'s Castle (USA);Mr. Do!'s Castle (USA);Atari2600;;;;;;;;;;;;Mr. Do!'s Castle;;;;;;
Mr. Postman (USA);Mr. Postman (USA);Atari2600;;;;;;;;;;;;Mr. Postman;;;;;;
Ms. Pac-Man (USA);Ms. Pac-Man (USA);Atari2600;;;;;2;;;;;;;Ms. Pac-Man (Namco);;;;;;
Music Machine, The (USA);Music Machine, The (USA);Atari2600;;;;;;;;;;;;;;;;;;
My Golf (Europe);My Golf (Europe);Atari2600;;;;;1;;;;;;;My Golf;;;;;;
Name This Game (USA);Name This Game (USA);Atari2600;;;;;1;;;;;;;Name This Game;;;;;;
Night Driver (USA);Night Driver (USA);Atari2600;;;;;1;;;;;;;Night Driver;;;;;;
Nightmare (Europe);Nightmare (Europe);Atari2600;;;;;;;;;;;;Nightmare;;;;;;
No Escape! (USA);No Escape! (USA);Atari2600;;;;;1;;;;;;;No Escape!;;;;;;
Nuts (USA);Nuts (USA);Atari2600;;;;;1;;;;;;;Nuts;;;;;;
Obelix (USA);Obelix (USA);Atari2600;;;;;1;;;;;;;Obelix;;;;;;
Off the Wall (USA);Off the Wall (USA);Atari2600;;;;;;;;;;;;Off The Wall;;;;;;
Official Frogger, The (USA);Official Frogger, The (USA);Atari2600;;;;;;;;;;;;;;;;;;
Oink! (USA);Oink! (USA);Atari2600;;;;;;;;;;;;Oink!;;;;;;
Omega Race (USA);Omega Race (USA);Atari2600;;;;;2;;;;;;;Omega Race;;;;;;
