#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Rampage - World Tour (USA);Rampage - World Tour (USA);N64;rampage;1998;Midway;;;;;;;;rampageu;;;;;;;
Rampage 2 - Universal Tour (USA);Rampage 2 - Universal Tour (USA);N64;rampage2;1998;Midway;;;;;;;;rampage2u;;;;;;;
Rat Attack! (USA) (En,Fr,De,Es,It,Nl);Rat Attack! (Europe);N64;;2000;Mindscape;;;;;;;;ratattak;;;;;;;
Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It);Rayman 2 - The Great Escape (Europe);N64;;1999;Ubi Soft;;;;;;;;rayman2;;;;;;;
Razor Freestyle Scooter (USA);Razor Freestyle Scooter (USA);N64;;2001;Crave Entertainment;;;;;;;;razorfs;;;;;;;
Re-Volt (USA);Re-Volt (Europe);N64;;1999;Acclaim Entertainment;;;;;;;;revolt;;;;;;;
Ready 2 Rumble Boxing (USA);Ready 2 Rumble Boxing (USA);N64;r2rumble;1999;Midway;;;;;;;;r2rumbleu;;;;;;;
Ready 2 Rumble Boxing - Round 2 (USA);Ready 2 Rumble Boxing - Round 2 (USA);N64;;2000;Midway;;;;;;;;r2rumbl2;;;;;;;
Resident Evil 2 (USA) (Rev 1);Resident Evil 2 (Europe);N64;;1999;Virgin Interactive;;;;;;;;revil2;;;;;;;
Road Rash 64 (USA);Road Rash 64 (USA);N64;roadrash;1999;T*HQ;;;;;;;;roadrashu;;;;;;;
Roadsters (USA) (En,Fr,Es);Roadsters (USA) (En,Fr,Es);N64;;;;;;;;;;;;;;;;;;
Robotron 64 (USA);Robotron 64 (USA);N64;robotron;1998;Midway;;;;;;;;robotronu;;;;;;;
Rocket - Robot on Wheels (USA);Rocket - Robot on Wheels (USA);N64;rocket;1999;Ubi Soft;;;;;;;;rocketu;;;;;;;
Rugrats - Scavenger Hunt (USA);Rugrats - Scavenger Hunt (USA);N64;rugrats;1999;T*HQ;;;;;;;;rugratsu;;;;;;;
Rugrats in Paris - The Movie (USA);Rugrats in Paris - The Movie (USA);N64;rugparis;2000;T*HQ;;;;;;;;rugparisu;;;;;;;
Rush 2 - Extreme Racing USA (USA);Rush 2 - Extreme Racing USA (USA);N64;rush2;1998;Midway;;;;;;;;rush2u;;;;;;;
S.C.A.R.S. (USA);S.C.A.R.S. (Europe);N64;;1998;Ubi Soft;;;;;;;;scars;;;;;;;
San Francisco Rush - Extreme Racing (USA) (En,Fr,De) (Rev 1);San Francisco Rush - Extreme Racing (Europe);N64;;1997;Midway;;;;;;;;sfrush;;;;;;;
San Francisco Rush 2049 (USA);San Francisco Rush 2049 (USA);N64;sf2049;2000;Midway;;;;;;;;sf2049u;;;;;;;
Scooby-Doo! - Classic Creep Capers (USA) (Rev 1);Scooby-Doo! - Classic Creep Capers (Europe);N64;;2000;T*HQ;;;;;;;;scooby;;;;;;;
Sesame Street - Elmo's Letter Adventure (USA);Sesame Street - Elmo's Letter Adventure (USA);N64;;;;;;;;;;;;;;;;;;
Sesame Street - Elmo's Number Journey (USA);Sesame Street - Elmo's Number Journey (USA);N64;;;;;;;;;;;;;;;;;;
Shadow Man (USA);Shadow Man (USA);N64;shadowmn;1999;Acclaim Entertainment;;;;;;;;shadowmnu;;;;;;;
Shadowgate 64 - Trials of the Four Towers (USA) (En,Es);Shadowgate 64 - Trials of the Four Towers (Europe, Italian / Spanish);N64;shadgate;1999;Kemco;;;;;;;;shadgate1;;;;;;;
Snowboard Kids (USA);Snowboard Kids (USA);N64;snobokid;1998;Atlus;;;;;;;;snobokidu;;;;;;;
Snowboard Kids 2 (USA);Snowboard Kids 2 (USA);N64;snobokd2;1999;Atlus;;;;;;;;snobokd2u;;;;;;;
South Park (USA);South Park (USA);N64;southprk;1998;Acclaim Entertainment;;;;;;;;southprku;;;;;;;
South Park - Chef's Luv Shack (USA);South Park - Chef's Luv Shack (USA);N64;luvshack;1999;Acclaim Entertainment;;;;;;;;luvshacku;;;;;;;
South Park Rally (USA);South Park Rally (USA);N64;sparkral;2000;Acclaim Entertainment;;;;;;;;sparkralu;;;;;;;
Space Invaders (USA);Space Invaders (USA);N64;;1999;Activision;;;;;;;;spaceinv;;;;;;;
SpaceStation Silicon Valley (USA);SpaceStation Silicon Valley (USA);N64;ssilicon;1998;Take Two Interactive;;;;;;;;ssiliconu1;;;;;;;
Spider-Man (USA);Spider-Man (USA);N64;;2000;Activision;;;;;;;;spidermn;;;;;;;
Star Fox 64 (USA) (Rev 1);Star Fox 64 (Japan);N64;lylatwar;1997;Nintendo;;;;;;;;starfoxj;スターフォックス64;;;;;;
Star Soldier - Vanishing Earth (USA);Star Soldier - Vanishing Earth (USA);N64;;1998;Electro Brain;;;;;;;;starsold;;;;;;;
Star Wars - Rogue Squadron (USA) (Rev 1);Star Wars - Rogue Squadron (Australia, Europe, rev 1);N64;;1998;Nintendo;;;;;;;;swrogue;;;;;;;
Star Wars - Shadows of the Empire (USA) (Rev 2);Star Wars - Shadows of the Empire (Australia, Europe);N64;;1997;Nintendo;;;;;;;;swshadow;;;;;;;
Star Wars Episode I - Battle for Naboo (USA);Star Wars Episode I - Battle for Naboo (USA);N64;swnaboo;2000;LucasArts;;;;;;;;swnaboou;;;;;;;
Star Wars Episode I - Racer (USA);Star Wars Episode I - Racer (USA);N64;swracer;1999;Nintendo;;;;;;;;swraceru;;;;;;;
StarCraft 64 (USA);StarCraft 64 (USA);N64;starcrft;2000;Nintendo;;;;;;;;starcrftu;;;;;;;
Starshot - Space Circus Fever (USA) (En,Fr,Es);Starshot - Space Circus Fever (Europe);N64;;1998;Infogrames;;;;;;;;starshot;;;;;;;
Stunt Racer 64 (USA);Stunt Racer 64 (USA);N64;;2000;Midway;;;;;;;;stuntrac;;;;;;;
Super Bowling (USA);Super Bowling (USA);N64;;2000;UFO Interactive;;;;;;;;sbowling;;;;;;;
Super Mario 64 (USA);Super Mario 64 (Australia, Europe);N64;;1997;Nintendo;;;;;;;;sm64;;;;;;;
Super Smash Bros. (USA);Super Smash Bros. (USA);N64;smashbro;1999;Nintendo;;;;;;;;smashbrou;;;;;;;
Supercross 2000 (USA);Supercross 2000 (USA);N64;superx2k;1999;Electronic Arts;;;;;;;;superx2ku;;;;;;;
Superman - The New Superman Aventures (USA) (En,Fr,Es);Superman - The New Superman Aventures (USA) (En,Fr,Es);N64;;;;;;;;;;;;;;;;;;
Tarzan (USA);Tarzan (Europe);N64;;2000;Activision;;;;;;;;tarzan;;;;;;;
Taz Express (Europe) (En,Fr,De,Es,It,Nl);Taz Express (Europe);N64;;2000;Infogrames;;;;;;;;tazexpr;;;;;;;
Tetris 64 (Japan) (En);Tetris 64 (Japan);N64;;1998;Seta Corporation;;;;;;;;tetris64;テトリス64;;;;;;
Tetrisphere (USA);Tetrisphere (USA);N64;tetrisph;1997;Nintendo;;;;;;;;tetrisphu;;;;;;;
Tigger's Honey Hunt (USA);Tigger's Honey Hunt (USA);N64;tiggerhh;2000;NewKidCo;;;;;;;;tiggerhhu;;;;;;;
Tom Clancy's Rainbow Six (USA);Tom Clancy's Rainbow Six (USA);N64;rainbow6;1999;Red Storm Entertainment;;;;;;;;rainbow6u;;;;;;;
Tom and Jerry in Fists of Furry (USA);Tom and Jerry in Fists of Furry (USA);N64;tomjerry;2000;NewKidCo;;;;;;;;tomjerryu;;;;;;;
Tonic Trouble (USA) (Rev 1);Tonic Trouble (Europe);N64;;1999;Ubi Soft;;;;;;;;tonictr;;;;;;;
Tony Hawk's Pro Skater (USA) (Rev 1);Tony Hawk's Pro Skater (USA, rev 1);N64;thps;2000;Activision;;;;;;;;thpsu;;;;;;;
Tony Hawk's Pro Skater 2 (USA);Tony Hawk's Pro Skater 2 (USA);N64;thps2;2001;Activision;;;;;;;;thps2u;;;;;;;
Tony Hawk's Pro Skater 3 (USA);Tony Hawk's Pro Skater 3 (USA);N64;;2002;Activision;;;;;;;;thps3;;;;;;;
Top Gear Hyper-Bike (USA);Top Gear Hyper-Bike (USA);N64;tgh;2000;Kemco;;;;;;;;tghu;;;;;;;
Top Gear Overdrive (USA);Top Gear Overdrive (USA);N64;tgoverdr;1998;Kemco;;;;;;;;tgoverdru;;;;;;;
Top Gear Rally (USA);Top Gear Rally (USA);N64;tgrally;1997;Kemco;;;;;;;;tgrallyu;;;;;;;
Top Gear Rally 2 (USA);Top Gear Rally 2 (USA);N64;tgrally2;1999;Kemco;;;;;;;;tgrally2u;;;;;;;
Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1);Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1);N64;;;;;;;;;;;;;;;;;;
Transformers - Beast Wars Transmetals (USA);Transformers - Beast Wars Transmetals (USA);N64;;2000;BAM! Entertainment;;;;;;;;bwtmetal;;;;;;;
Triple Play 2000 (USA);Triple Play 2000 (USA);N64;;1999;Electronic Arts;;;;;;;;tplay2k;;;;;;;
Turok - Dinosaur Hunter (USA) (Rev 2);Turok - Dinosaur Hunter (Europe, rev 2);N64;;1997;Acclaim Entertainment;;;;;;;;turok;;;;;;;
Turok - Rage Wars (USA) (Rev 1);Turok - Rage Wars (Europe, English / French / Italian);N64;;1999;Acclaim Entertainment;;;;;;;;turokrag;;;;;;;
Turok 2 - Seeds of Evil (USA) (Rev 1);Turok 2 - Seeds of Evil (Europe, kiosk demo);N64;turok2;1998;Acclaim Entertainment;;;;;;;;turok2p;;;;;;;
Turok 3 - Shadow of Oblivion (USA);Turok 3 - Shadow of Oblivion (USA);N64;turok3;2000;Acclaim Entertainment;;;;;;;;turok3u;;;;;;;
Twisted Edge - Extreme Snowboarding (USA);Twisted Edge - Extreme Snowboarding (USA);N64;twisted;1998;Midway;;;;;;;;twistedu;;;;;;;
V-Rally Edition 99 (USA);V-Rally Edition 99 (USA);N64;vrally99;1999;Infogrames;;;;;;;;vrally99u;;;;;;;
Vigilante 8 (USA);Vigilante 8 (USA);N64;vigilnt8;1999;Activision;;;;;;;;vigilnt8u;;;;;;;
Vigilante 8 - 2nd Offense (USA);Vigilante 8 - 2nd Offense (USA);N64;vigil2nd;2000;Activision;;;;;;;;vigil2ndu;;;;;;;
Virtual Chess 64 (USA) (En,Fr,Es);Virtual Chess 64 (Europe);N64;;1998;Titus;;;;;;;;vchess;;;;;;;
Virtual Pool 64 (USA);Virtual Pool 64 (USA);N64;vpool;1998;Crave Entertainment;;;;;;;;vpoolu;;;;;;;
WCW Backstage Assault (USA);WCW Backstage Assault (USA);N64;;2000;Electronic Arts;;;;;;;;wcwback;;;;;;;
WCW Mayhem (USA);WCW Mayhem (USA);N64;wcwmayhm;1999;Electronic Arts;;;;;;;;wcwmayhmu;;;;;;;
WCW Nitro (USA);WCW Nitro (USA);N64;;1999;T*HQ;;;;;;;;wcwnitro;;;;;;;
WCW vs. nWo - World Tour (USA) (Rev 1);WCW vs. nWo - World Tour (Europe);N64;;1997;T*HQ;;;;;;;;wcwvsnwo;;;;;;;
WCW-nWo Revenge (USA);WCW/nWo Revenge (Europe);N64;;1998;T*HQ;;;;;;;;wcwrev;;;;;;;
WWF Attitude (USA);WWF Attitude (USA);N64;wwfatt;1999;Acclaim Entertainment;;;;;;;;wwfattu;;;;;;;
WWF No Mercy (USA) (Rev 1);WWF No Mercy (Europe, rev 1);N64;;2000;T*HQ;;;;;;;;wwfnomer;;;;;;;
WWF War Zone (USA);WWF War Zone (USA);N64;wwfwarz;1998;Acclaim Entertainment;;;;;;;;wwfwarzu;;;;;;;
WWF WrestleMania 2000 (USA);WWF WrestleMania 2000 (USA);N64;wmania2k;1999;T*HQ;;;;;;;;wmania2ku;;;;;;;
Waialae Country Club - True Golf Classics (USA) (Rev 1);Waialae Country Club - True Golf Classics (Europe, rev 1);N64;;1998;Nintendo;;;;;;;;waialae;;;;;;;
War Gods (USA);War Gods (Europe);N64;;1997;Midway;;;;;;;;wargods;;;;;;;
Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1);Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1);N64;;;;;;;;;;;;;;;;;;
Wayne Gretzky's 3D Hockey '98 (USA);Wayne Gretzky's 3D Hockey '98 (USA);N64;wg3dh98;1997;Midway;;;;;;;;wg3dh98u;;;;;;;
Wayne Gretzky's 3D Hockey (USA) (Rev 1);Wayne Gretzky's 3D Hockey (Europe);N64;;1996;Midway;;;;;;;;wg3dh;;;;;;;
Wetrix (USA) (En,Fr,De,Es,It,Nl);Wetrix (Europe);N64;;1998;Ocean;;;;;;;;wetrix;;;;;;;
Wheel of Fortune (USA);Wheel of Fortune (USA);N64;;1997;GameTek;;;;;;;;wheelfor;;;;;;;
WinBack - Covert Operations (USA);WinBack - Covert Operations (USA);N64;winback;2000;Koei;;;;;;;;winbacku;;;;;;;
Wipeout 64 (USA);Wipeout 64 (USA);N64;wipeout;1998;Midway;;;;;;;;wipeoutu;;;;;;;
World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da);World Cup 98 (Europe);N64;;1998;Electronic Arts;;;;;;;;wcup98;;;;;;;
World Driver Championship (USA);World Driver Championship (USA);N64;wrlddriv;1999;Midway;;;;;;;;wrlddrivu;;;;;;;
Worms Armageddon (USA) (En,Fr,Es);Worms Armageddon (Europe);N64;;2000;Infogrames;;;;;;;;wormsarm;;;;;;;
Xena - Warrior Princess - The Talisman of Fate (USA);Xena - Warrior Princess - The Talisman of Fate (USA);N64;xena;1999;Titus;;;;;;;;xenau;;;;;;;
Yoshi's Story (USA) (En,Ja);Yoshi's Story (Europe);N64;;1998;Nintendo;;;;;;;;yoshisto;;;;;;;
