#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Home Improvement - Power Tool Pursuit! (USA);Home Improvement - Power Tool Pursuit! (USA);SuperNES;;;;;;;;;;;;;;;;;;
Hook (USA);Hook (USA);SuperNES;;;;;;;;;;;;;;;;;;
Human Grand Prix III - F1 Triple Battle (Japan) (En);Human Grand Prix III - F1 Triple Battle (Japan) (En);SuperNES;;;;;;;;;;;;;;;;;;
Human Grand Prix IV - F1 Dream Battle (Japan) (En);Human Grand Prix IV - F1 Dream Battle (Japan) (En);SuperNES;;;;;;;;;;;;;;;;;;
Humans, The (Europe);Humans, The (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Hungry Dinosaurs (Europe);Hungry Dinosaurs (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Hunt for Red October, The (USA);Hunt for Red October, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Hurricanes (USA);Hurricanes (USA);SuperNES;;;;;;;;;;;;;;;;;;
Hyper V-Ball (USA);Hyper V-Ball (USA);SuperNES;;;;;;;;;;;;;;;;;;
HyperZone (USA);HyperZone (USA);SuperNES;;;;;;;;;;;;;;;;;;
Ignition Factor, The (USA);Ignition Factor, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Illusion of Gaia (USA);Illusion of Gaia (USA);SuperNES;;;;;;;;;;;;;;;;;;
Imperium (USA);Imperium (USA);SuperNES;;;;;;;;;;;;;;;;;;
Inazuma Serve da! Super Beach Volley (Japan) (En);Inazuma Serve da! Super Beach Volley (Japan) (En);SuperNES;;;;;;;;;;;;;;;;;;
Incantation (USA);Incantation (USA);SuperNES;;;;;;;;;;;;;;;;;;
Incredible Crash Dummies, The (USA);Incredible Crash Dummies, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Incredible Hulk, The (USA);Incredible Hulk, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Indiana Jones' Greatest Adventures (USA);Indiana Jones' Greatest Adventures (USA);SuperNES;;;;;;;;;;;;;;;;;;
Inindo - Way of the Ninja (USA);Inindo - Way of the Ninja (USA);SuperNES;;;;;;;;;;;;;;;;;;
Inspector Gadget (USA);Inspector Gadget (USA);SuperNES;;;;;;;;;;;;;;;;;;
International Superstar Soccer (USA);International Superstar Soccer (USA);SuperNES;;;;;;;;;;;;;;;;;;
International Superstar Soccer Deluxe (USA);International Superstar Soccer Deluxe (USA);SuperNES;;;;;;;;;;;;;;;;;;
International Tennis Tour (USA);International Tennis Tour (USA);SuperNES;;;;;;;;;;;;;;;;;;
Irem Skins Game, The (USA);Irem Skins Game, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Itchy & Scratchy Game, The (USA);Itchy & Scratchy Game, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Izzy's Quest for the Olympic Rings (USA);Izzy's Quest for the Olympic Rings (USA);SuperNES;;;;;;;;;;;;;;;;;;
J.R.R. Tolkien's The Lord of the Rings - Volume 1 (USA);J.R.R. Tolkien's The Lord of the Rings - Volume 1 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jack Nicklaus Golf (USA);Jack Nicklaus Golf (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En);Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En);SuperNES;;;;;;;;;;;;;;;;;;
James Bond Jr (USA);James Bond Jr (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jelly Boy (Europe);Jelly Boy (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Jeopardy! (USA);Jeopardy! (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jeopardy! - Deluxe Edition (USA);Jeopardy! - Deluxe Edition (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jeopardy! - Sports Edition (USA);Jeopardy! - Sports Edition (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jetsons, The - Invasion of the Planet Pirates (USA);Jetsons, The - Invasion of the Planet Pirates (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jim Lee's WildC.A.T.S - Covert-Action-Teams (USA);Jim Lee's WildC.A.T.S - Covert-Action-Teams (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jim Power - The Lost Dimension in 3D (USA);Jim Power - The Lost Dimension in 3D (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jimmy Connors Pro Tennis Tour (USA);Jimmy Connors Pro Tennis Tour (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jimmy Houston's Bass Tournament U.S.A. (USA);Jimmy Houston's Bass Tournament U.S.A. (USA);SuperNES;;;;;;;;;;;;;;;;;;
Joe & Mac (USA);Joe & Mac (USA);SuperNES;;;;;;;;;;;;;;;;;;
Joe & Mac 2 - Lost in the Tropics (USA);Joe & Mac 2 - Lost in the Tropics (USA);SuperNES;;;;;;;;;;;;;;;;;;
John Madden Football '93 (USA) (Rev 1);John Madden Football '93 (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
John Madden Football (USA);John Madden Football (USA);SuperNES;;;;;;;;;;;;;;;;;;
Judge Dredd (USA);Judge Dredd (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jungle Book, The (USA);Jungle Book, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jungle Strike (USA);Jungle Strike (USA);SuperNES;;;;;;;;;;;;;;;;;;
Jurassic Park (USA) (Rev 1);Jurassic Park (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Jurassic Park Part 2 - The Chaos Continues (USA) (En,Fr,De,It);Jurassic Park Part 2 - The Chaos Continues (USA) (En,Fr,De,It);SuperNES;;;;;;;;;;;;;;;;;;
Justice League Task Force (USA);Justice League Task Force (USA);SuperNES;;;;;;;;;;;;;;;;;;
Ka-blooey (USA);Ka-blooey (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kawasaki Caribbean Challenge (USA);Kawasaki Caribbean Challenge (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kawasaki Superbike Challenge (USA);Kawasaki Superbike Challenge (USA);SuperNES;;;;;;;;;;;;;;;;;;
Ken Griffey Jr. Presents Major League Baseball (USA) (Rev 1);Ken Griffey Jr. Presents Major League Baseball (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Ken Griffey Jr.'s Winning Run (USA);Ken Griffey Jr.'s Winning Run (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kendo Rage (USA);Kendo Rage (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kevin Keegan's Player Manager (Europe);Kevin Keegan's Player Manager (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Kick Off (Europe);Kick Off (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Kick Off 3 - European Challenge (Europe) (En,Fr,De,Es,It);Kick Off 3 - European Challenge (Europe) (En,Fr,De,Es,It);SuperNES;;;;;;;;;;;;;;;;;;
Kid Klown in Crazy Chase (USA);Kid Klown in Crazy Chase (USA);SuperNES;;;;;;;;;;;;;;;;;;
Killer Instinct (USA) (Rev 1);Killer Instinct (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
King Arthur & The Knights of Justice (USA);King Arthur & The Knights of Justice (USA);SuperNES;;;;;;;;;;;;;;;;;;
King Arthur's World (USA);King Arthur's World (USA);SuperNES;;;;;;;;;;;;;;;;;;
King of Dragons (USA);King of Dragons (USA);SuperNES;;;;;;;;;;;;;;;;;;
King of the Monsters (USA);King of the Monsters (USA);SuperNES;;;;;;;;;;;;;;;;;;
King of the Monsters 2 (USA);King of the Monsters 2 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kirby Super Star (USA);Kirby Super Star (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kirby's Avalanche (USA);Kirby's Avalanche (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kirby's Dream Course (USA);Kirby's Dream Course (USA);SuperNES;;;;;;;;;;;;;;;;;;
Kirby's Dream Land 3 (USA);Kirby's Dream Land 3 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Knights of the Round (USA);Knights of the Round (USA);SuperNES;;;;;;;;;;;;;;;;;;
Krusty's Super Fun House (USA) (Rev 1);Krusty's Super Fun House (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Kyle Petty's No Fear Racing (USA);Kyle Petty's No Fear Racing (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lagoon (USA);Lagoon (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lamborghini American Challenge (USA);Lamborghini American Challenge (USA);SuperNES;;;;;;;;;;;;;;;;;;
Last Action Hero (USA);Last Action Hero (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lawnmower Man, The (USA);Lawnmower Man, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Legend (USA);Legend (USA);SuperNES;;;;;;;;;;;;;;;;;;
Legend of Zelda, The - A Link to the Past (USA);Legend of Zelda, The - A Link to the Past (USA);SuperNES;;;;;;;;;;;;;;;;;;
Legend of the Mystical Ninja, The (USA);Legend of the Mystical Ninja, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lemmings (USA) (Rev 1);Lemmings (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Lemmings 2 - The Tribes (USA);Lemmings 2 - The Tribes (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lester the Unlikely (USA);Lester the Unlikely (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lethal Enforcers (USA);Lethal Enforcers (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lethal Weapon (USA);Lethal Weapon (USA);SuperNES;;;;;;;;;;;;;;;;;;
Liberty or Death (USA);Liberty or Death (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lion King, The (USA);Lion King, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lock On (USA);Lock On (USA);SuperNES;;;;;;;;;;;;;;;;;;
Looney Tunes B-Ball (USA);Looney Tunes B-Ball (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lord of Darkness (USA);Lord of Darkness (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lost Vikings 2 (USA);Lost Vikings 2 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lost Vikings, The (USA);Lost Vikings, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lucky Luke (Europe) (En,Fr,De,Es);Lucky Luke (Europe) (En,Fr,De,Es);SuperNES;;;;;;;;;;;;;;;;;;
Lufia & the Fortress of Doom (USA);Lufia & the Fortress of Doom (USA);SuperNES;;;;;;;;;;;;;;;;;;
Lufia II - Rise of the Sinistrals (USA);Lufia II - Rise of the Sinistrals (USA);SuperNES;;;;;;;;;;;;;;;;;;
MACS Basic Rifle Marksmanship (USA) [b];MACS Basic Rifle Marksmanship (USA) [b];SuperNES;;;;;;;;;;;;;;;;;;
MLBPA Baseball (USA);MLBPA Baseball (USA);SuperNES;;;;;;;;;;;;;;;;;;
Madden NFL '94 (USA);Madden NFL '94 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Madden NFL 95 (USA);Madden NFL 95 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Madden NFL 96 (USA);Madden NFL 96 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Madden NFL 97 (USA);Madden NFL 97 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Madden NFL 98 (USA);Madden NFL 98 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Magic Boy (USA);Magic Boy (USA);SuperNES;;;;;;;;;;;;;;;;;;
Magic Sword (USA);Magic Sword (USA);SuperNES;;;;;;;;;;;;;;;;;;
Magical Quest Starring Mickey Mouse, The (USA);Magical Quest Starring Mickey Mouse, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Manchester United Championship Soccer (Europe);Manchester United Championship Soccer (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Mario Is Missing! (USA);Mario Is Missing! (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mario Paint (Japan, USA);Mario Paint (Japan, USA);SuperNES;;;;;;;;;;;;;;;;;;
Mario to Wario (Japan) (En);Mario to Wario (Japan) (En);SuperNES;;;;;;;;;;;;;;;;;;
Mario's Early Years - Fun with Letters (USA);Mario's Early Years - Fun with Letters (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mario's Early Years - Fun with Numbers (USA);Mario's Early Years - Fun with Numbers (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mario's Early Years - Preschool Fun (USA);Mario's Early Years - Preschool Fun (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mario's Time Machine (USA);Mario's Time Machine (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mark Davis' The Fishing Master (USA);Mark Davis' The Fishing Master (USA);SuperNES;;;;;;;;;;;;;;;;;;
Marko's Magic Football (Europe) (En,Fr,De,Es);Marko's Magic Football (Europe) (En,Fr,De,Es);SuperNES;;;;;;;;;;;;;;;;;;
Marvel Super Heroes in War of the Gems (USA);Marvel Super Heroes in War of the Gems (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mary Shelley's Frankenstein (USA);Mary Shelley's Frankenstein (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mask, The (USA);Mask, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Math Blaster - Episode 1 (USA);Math Blaster - Episode 1 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Maui Mallard in Cold Shadow (USA);Maui Mallard in Cold Shadow (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mecarobot Golf (USA);Mecarobot Golf (USA);SuperNES;;;;;;;;;;;;;;;;;;
MechWarrior (USA);MechWarrior (USA);SuperNES;;;;;;;;;;;;;;;;;;
MechWarrior 3050 (USA);MechWarrior 3050 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mega Man 7 (USA);Mega Man 7 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mega Man Soccer (USA);Mega Man Soccer (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mega Man X (USA) (Rev 1);Mega Man X (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Mega Man X2 (USA);Mega Man X2 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mega Man X3 (USA);Mega Man X3 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mega-lo-Mania (Europe) (En,Fr,De);Mega-lo-Mania (Europe) (En,Fr,De);SuperNES;;;;;;;;;;;;;;;;;;
Metal Combat - Falcon's Revenge (USA);Metal Combat - Falcon's Revenge (USA);SuperNES;;;;;;;;;;;;;;;;;;
Metal Marines (USA);Metal Marines (USA);SuperNES;;;;;;;;;;;;;;;;;;
Metal Morph (USA);Metal Morph (USA);SuperNES;;;;;;;;;;;;;;;;;;
Metal Warriors (USA);Metal Warriors (USA);SuperNES;;;;;;;;;;;;;;;;;;
Michael Andretti's Indy Car Challenge (USA);Michael Andretti's Indy Car Challenge (USA);SuperNES;;;;;;;;;;;;;;;;;;
Michael Jordan - Chaos in the Windy City (USA);Michael Jordan - Chaos in the Windy City (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mickey Mania - The Timeless Adventures of Mickey Mouse (USA);Mickey Mania - The Timeless Adventures of Mickey Mouse (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mickey's Ultimate Challenge (USA);Mickey's Ultimate Challenge (USA);SuperNES;;;;;;;;;;;;;;;;;;
Micro Machines (USA);Micro Machines (USA);SuperNES;;;;;;;;;;;;;;;;;;
Micro Machines 2 - Turbo Tournament (Europe);Micro Machines 2 - Turbo Tournament (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Might and Magic II (Europe);Might and Magic II (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Might and Magic III - Isles of Terra (USA);Might and Magic III - Isles of Terra (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mighty Max (USA);Mighty Max (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mighty Morphin Power Rangers (USA);Mighty Morphin Power Rangers (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mighty Morphin Power Rangers - The Fighting Edition (USA);Mighty Morphin Power Rangers - The Fighting Edition (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mighty Morphin Power Rangers - The Movie (USA);Mighty Morphin Power Rangers - The Movie (USA);SuperNES;;;;;;;;;;;;;;;;;;
Miracle Piano Teaching System, The (USA);Miracle Piano Teaching System, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mohawk & Headphone Jack (USA);Mohawk & Headphone Jack (USA);SuperNES;;;;;;;;;;;;;;;;;;
Monopoly (USA) (Rev 1);Monopoly (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Mortal Kombat (USA);Mortal Kombat (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mortal Kombat 3 (USA);Mortal Kombat 3 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mortal Kombat II (USA) (Rev 1);Mortal Kombat II (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Mr. Do! (USA);Mr. Do! (USA);SuperNES;;;;;;;;;;;;;;;;;;
Mr. Nutz (USA) (En,Fr);Mr. Nutz (USA) (En,Fr);SuperNES;;;;;;;;;;;;;;;;;;
Ms. Pac-Man (USA);Ms. Pac-Man (USA);SuperNES;;;;;;;;;;;;;;;;;;
Musya - The Classic Japanese Tale of Horror (USA);Musya - The Classic Japanese Tale of Horror (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA All-Star Challenge (USA);NBA All-Star Challenge (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Give 'n Go (USA);NBA Give 'n Go (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Hang Time (USA);NBA Hang Time (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Jam (USA) (Rev 1);NBA Jam (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
NBA Jam - Tournament Edition (USA);NBA Jam - Tournament Edition (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Live 95 (USA);NBA Live 95 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Live 96 (USA);NBA Live 96 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Live 97 (USA);NBA Live 97 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Live 98 (USA);NBA Live 98 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NBA Showdown (USA);NBA Showdown (USA);SuperNES;;;;;;;;;;;;;;;;;;
NCAA Basketball (USA) (Rev 1);NCAA Basketball (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
NCAA Final Four Basketball (USA);NCAA Final Four Basketball (USA);SuperNES;;;;;;;;;;;;;;;;;;
NCAA Football (USA);NCAA Football (USA);SuperNES;;;;;;;;;;;;;;;;;;
NFL Football (USA);NFL Football (USA);SuperNES;;;;;;;;;;;;;;;;;;
NFL Quarterback Club (USA);NFL Quarterback Club (USA);SuperNES;;;;;;;;;;;;;;;;;;
NFL Quarterback Club 96 (USA);NFL Quarterback Club 96 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NHL '94 (USA);NHL '94 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NHL 95 (USA);NHL 95 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NHL 96 (USA);NHL 96 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NHL 97 (USA) (Rev 1);NHL 97 (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
NHL 98 (USA);NHL 98 (USA);SuperNES;;;;;;;;;;;;;;;;;;
NHL Stanley Cup (USA) (En,Fr);NHL Stanley Cup (USA) (En,Fr);SuperNES;;;;;;;;;;;;;;;;;;
NHLPA Hockey 93 (USA);NHLPA Hockey 93 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Natsume Championship Wrestling (USA);Natsume Championship Wrestling (USA);SuperNES;;;;;;;;;;;;;;;;;;
New Horizons (USA);New Horizons (USA);SuperNES;;;;;;;;;;;;;;;;;;
Newman Haas IndyCar featuring Nigel Mansell (USA);Newman Haas IndyCar featuring Nigel Mansell (USA);SuperNES;;;;;;;;;;;;;;;;;;
Nickelodeon GUTS (USA);Nickelodeon GUTS (USA);SuperNES;;;;;;;;;;;;;;;;;;
Nigel Mansell's World Championship Racing (USA);Nigel Mansell's World Championship Racing (USA);SuperNES;;;;;;;;;;;;;;;;;;
Ninja Gaiden Trilogy (USA);Ninja Gaiden Trilogy (USA);SuperNES;;;;;;;;;;;;;;;;;;
Ninjawarriors (USA);Ninjawarriors (USA);SuperNES;;;;;;;;;;;;;;;;;;
No Escape (USA);No Escape (USA);SuperNES;;;;;;;;;;;;;;;;;;
Nobunaga's Ambition (USA);Nobunaga's Ambition (USA);SuperNES;;;;;;;;;;;;;;;;;;
Nolan Ryan's Baseball (USA);Nolan Ryan's Baseball (USA);SuperNES;;;;;;;;;;;;;;;;;;
Nosferatu (USA);Nosferatu (USA);SuperNES;;;;;;;;;;;;;;;;;;
Obitus (USA);Obitus (USA);SuperNES;;;;;;;;;;;;;;;;;;
Ogre Battle - The March of the Black Queen (USA);Ogre Battle - The March of the Black Queen (USA);SuperNES;;;;;;;;;;;;;;;;;;
Olympic Summer Games (USA);Olympic Summer Games (USA);SuperNES;;;;;;;;;;;;;;;;;;
On the Ball (USA);On the Ball (USA);SuperNES;;;;;;;;;;;;;;;;;;
Operation Europe - Path to Victory 1939-45 (USA);Operation Europe - Path to Victory 1939-45 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Operation Logic Bomb - The Ultimate Search & Destroy (USA);Operation Logic Bomb - The Ultimate Search & Destroy (USA);SuperNES;;;;;;;;;;;;;;;;;;
Operation Starfi5h (Europe);Operation Starfi5h (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Operation Thunderbolt (USA);Operation Thunderbolt (USA);SuperNES;;;;;;;;;;;;;;;;;;
Oscar (USA);Oscar (USA);SuperNES;;;;;;;;;;;;;;;;;;
Out of This World (USA);Out of This World (USA);SuperNES;;;;;;;;;;;;;;;;;;
Out to Lunch (USA);Out to Lunch (USA);SuperNES;;;;;;;;;;;;;;;;;;
Outlander (USA);Outlander (USA);SuperNES;;;;;;;;;;;;;;;;;;
P.T.O. - Pacific Theater of Operations (USA);P.T.O. - Pacific Theater of Operations (USA);SuperNES;;;;;;;;;;;;;;;;;;
P.T.O. II - Pacific Theater of Operations (USA);P.T.O. II - Pacific Theater of Operations (USA);SuperNES;;;;;;;;;;;;;;;;;;
PGA European Tour (USA);PGA European Tour (USA);SuperNES;;;;;;;;;;;;;;;;;;
PGA Tour 96 (USA) (Rev 1);PGA Tour 96 (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
PGA Tour Golf (USA) (Rev 1);PGA Tour Golf (USA) (Rev 1);SuperNES;;;;;;;;;;;;;;;;;;
Pac-Attack (USA);Pac-Attack (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pac-In-Time (USA);Pac-In-Time (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pac-Man 2 - The New Adventures (USA);Pac-Man 2 - The New Adventures (USA);SuperNES;;;;;;;;;;;;;;;;;;
Packy & Marlon (USA) (En,Fr,Es);Packy & Marlon (USA) (En,Fr,Es);SuperNES;;;;;;;;;;;;;;;;;;
Pagemaster, The (USA);Pagemaster, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Paladin's Quest (USA);Paladin's Quest (USA);SuperNES;;;;;;;;;;;;;;;;;;
Paperboy 2 (USA);Paperboy 2 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Parodius (Europe);Parodius (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Peace Keepers, The (USA);Peace Keepers, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Phalanx (USA);Phalanx (USA);SuperNES;;;;;;;;;;;;;;;;;;
Phantom 2040 (USA);Phantom 2040 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pieces (USA);Pieces (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pilotwings (USA);Pilotwings (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pinball Dreams (USA);Pinball Dreams (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pinball Fantasies (USA);Pinball Fantasies (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pink Goes to Hollywood (USA);Pink Goes to Hollywood (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pinocchio (USA);Pinocchio (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pirates of Dark Water, The (USA);Pirates of Dark Water, The (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pit-Fighter (USA);Pit-Fighter (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pitfall - The Mayan Adventure (USA);Pitfall - The Mayan Adventure (USA);SuperNES;;;;;;;;;;;;;;;;;;
Plok (USA);Plok (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pocky & Rocky (USA);Pocky & Rocky (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pocky & Rocky 2 (USA);Pocky & Rocky 2 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pop'n TwinBee (Europe);Pop'n TwinBee (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Pop'n TwinBee - Rainbow Bell Adventures (Europe);Pop'n TwinBee - Rainbow Bell Adventures (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Populous (USA);Populous (USA);SuperNES;;;;;;;;;;;;;;;;;;
Populous II - Trials of the Olympian Gods (Europe);Populous II - Trials of the Olympian Gods (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Porky Pig's Haunted Holiday (USA);Porky Pig's Haunted Holiday (USA);SuperNES;;;;;;;;;;;;;;;;;;
Power Drive (Europe) (En,Fr,De,Es,Pt);Power Drive (Europe) (En,Fr,De,Es,Pt);SuperNES;;;;;;;;;;;;;;;;;;
Power Instinct (USA);Power Instinct (USA);SuperNES;;;;;;;;;;;;;;;;;;
Power Moves (USA);Power Moves (USA);SuperNES;;;;;;;;;;;;;;;;;;
Power Piggs of the Dark Age (USA);Power Piggs of the Dark Age (USA);SuperNES;;;;;;;;;;;;;;;;;;
Power Rangers Zeo - Battle Racers (USA);Power Rangers Zeo - Battle Racers (USA);SuperNES;;;;;;;;;;;;;;;;;;
PowerMonger (Europe);PowerMonger (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Prehistorik Man (USA) (En,Fr,Es);Prehistorik Man (USA) (En,Fr,Es);SuperNES;;;;;;;;;;;;;;;;;;
Primal Rage (USA);Primal Rage (USA);SuperNES;;;;;;;;;;;;;;;;;;
Prince of Persia (USA);Prince of Persia (USA);SuperNES;;;;;;;;;;;;;;;;;;
Prince of Persia 2 (USA);Prince of Persia 2 (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pro Action Replay (Europe) (Unl) [b];Pro Action Replay (Europe) (Unl) [b];SuperNES;;;;;;;;;;;;;;;;;;
Pro Action Replay MK2 (Europe) (v1.1) (Unl) [b];Pro Action Replay MK2 (Europe) (v1.1) (Unl) [b];SuperNES;;;;;;;;;;;;;;;;;;
Pro Action Replay MK3 (Europe) (Unl);Pro Action Replay MK3 (Europe) (Unl);SuperNES;;;;;;;;;;;;;;;;;;
Pro Quarterback (USA);Pro Quarterback (USA);SuperNES;;;;;;;;;;;;;;;;;;
Pro Sport Hockey (USA);Pro Sport Hockey (USA);SuperNES;;;;;;;;;;;;;;;;;;
Push-Over (USA);Push-Over (USA);SuperNES;;;;;;;;;;;;;;;;;;
Putty Squad (Europe);Putty Squad (Europe);SuperNES;;;;;;;;;;;;;;;;;;
Q-bert 3 (USA);Q-bert 3 (USA);SuperNES;;;;;;;;;;;;;;;;;;
