#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Pit-Fighter (Europe);Pit-Fighter (Europe);MasterSystem;;;;;3;;;;;;;Pit-Fighter;;;;;;
Populous (Europe, Brazil);Populous (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Populous;;;;;;
Poseidon Wars 3-D (USA, Europe, Brazil);Poseidon Wars 3-D (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Poseidon Wars 3-D;;;;;;
Power Strike (USA, Europe, Brazil);Power Strike (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Power Strike;;;;;;
Power Strike II (Europe, Brazil);Power Strike II (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Power Strike II;;;;;;
Predator 2 (Europe);Predator 2 (Europe);MasterSystem;;;;;1;;;;;;;Predator 2;;;;;;
Prince of Persia (Europe, Brazil);Prince of Persia (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Prince of Persia;;;;;;
Pro Wrestling (USA, Europe, Brazil);Pro Wrestling (USA, Europe, Brazil);MasterSystem;;;;;2;;;;;;;Pro Wrestling;;;;;;
Psychic World (Europe, Brazil);Psychic World (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Psychic World;;;;;;
Psycho Fox (USA, Europe, Brazil);Psycho Fox (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Psycho Fox;;;;;;
Putt & Putter ~ Minigolf (Europe, Brazil);Putt & Putter ~ Minigolf (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Quartet (USA, Europe);Quartet (USA, Europe);MasterSystem;;;;;2;;;;;;;Quartet;;;;;;
Quest for the Shaven Yak Starring Ren Hoek & Stimpy (Brazil);Quest for the Shaven Yak Starring Ren Hoek & Stimpy (Brazil);MasterSystem;;;;;1;;;;;;;Quest for the Shaven Yak Starring Ren Hoek & Stimpy;;;;;;
R-Type (World);R-Type (World);MasterSystem;;;;;;;;;;;;R-Type;;;;;;
R.C. Grand Prix (USA, Europe, Brazil);R.C. Grand Prix (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;R.C. Grand Prix;;;;;;
Rainbow Islands (Europe);Rainbow Islands (Europe);MasterSystem;;;;;1;;;;;;;Rainbow Islands;;;;;;
Rambo - First Blood Part II (USA);Rambo - First Blood Part II (USA);MasterSystem;;;;;1;;;;;;;Rambo - First Blood Part 2;;;;;;
Rambo III (USA, Europe, Brazil);Rambo III (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Rambo III;;;;;;
Rampage (USA, Europe, Brazil);Rampage (USA, Europe, Brazil);MasterSystem;;;;;;;;;;;;Rampage;;;;;;
Rampart (Europe);Rampart (Europe);MasterSystem;;;;;2;;;;;;;Rampart;;;;;;
Rastan (USA, Europe, Brazil);Rastan (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Rastan;;;;;;
Reggie Jackson Baseball (USA);Reggie Jackson Baseball (USA);MasterSystem;;;;;2;;;;;;;Reggie Jackson Baseball;;;;;;
Renegade (Europe, Brazil);Renegade (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Renegade;;;;;;
Rescue Mission (USA, Europe, Brazil);Rescue Mission (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Rescue Mission;;;;;;
Road Rash (Europe, Brazil);Road Rash (Europe, Brazil);MasterSystem;;;;;2;;;;;;;Road Rash;;;;;;
RoboCop 3 (Europe, Brazil);RoboCop 3 (Europe, Brazil);MasterSystem;;;;;;;;;;;;RoboCop 3;;;;;;
RoboCop versus The Terminator (Europe, Brazil);RoboCop versus The Terminator (Europe, Brazil);MasterSystem;;;;;;;;;;;;RoboCop Versus The Terminator;;;;;;
Rocky (World);Rocky (World);MasterSystem;;;;;2;;;;;;;Rocky;;;;;;
Running Battle (Europe, Brazil);Running Battle (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Running Battle;;;;;;
Sagaia (Europe, Brazil);Sagaia (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Sagaia;;;;;;
Sapo Xule - O Mestre do Kung Fu (Brazil);Sapo Xule - O Mestre do Kung Fu (Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Sapo Xule - S.O.S. Lagoa Poluida (Brazil, Portugal);Sapo Xule - S.O.S. Lagoa Poluida (Brazil, Portugal);MasterSystem;;;;;;;;;;;;;;;;;;
Sapo Xule vs. Os Invasores do Brejo (Brazil);Sapo Xule vs. Os Invasores do Brejo (Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Schtroumpfs Autour du Monde, Les (Europe) (En,Fr,De,Es);Schtroumpfs Autour du Monde, Les (Europe) (En,Fr,De,Es);MasterSystem;;;;;;;;;;;;;;;;;;
Scramble Spirits (Europe, Brazil);Scramble Spirits (Europe, Brazil);MasterSystem;;;;;2;;;;;;;Scramble Spirits;;;;;;
Sega Chess (Europe, Brazil);Sega Chess (Europe, Brazil);MasterSystem;;;;;2;;;;;;;Sega Chess;;;;;;
Sega World Tournament Golf (Europe, Brazil);Sega World Tournament Golf (Europe, Brazil);MasterSystem;;;;;4;;;;;;;Sega World Tournament Golf;;;;;;
Sensible Soccer (Europe);Sensible Soccer (Europe);MasterSystem;;;;;2;;;;;;;Sensible Soccer;;;;;;
Shadow Dancer - The Secret of Shinobi ~ Shadow Dancer (Europe, Brazil);Shadow Dancer - The Secret of Shinobi ~ Shadow Dancer (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Shadow of the Beast (Europe, Brazil);Shadow of the Beast (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Shadow of the Beast;;;;;;
Shanghai (USA, Europe);Shanghai (USA, Europe);MasterSystem;;;;;2;;;;;;;Shanghai;;;;;;
Shinobi (USA, Europe, Brazil) (Rev 1);Shinobi (USA, Europe, Brazil) (Rev 1);MasterSystem;;;;;1;;;;;;;Shinobi;;;;;;
Shooting Gallery ~ Shooting G. (USA, Europe, Brazil);Shooting Gallery ~ Shooting G. (USA, Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Simpsons, The - Bart vs. the Space Mutants (Europe, Brazil);Simpsons, The - Bart vs. the Space Mutants (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Simpsons, The - Bart vs. the World (Europe, Brazil);Simpsons, The - Bart vs. the World (Europe, Brazil);MasterSystem;;;;;1;;;;;;;The Simpsons: Bart vs. the World;;;;;;
Sitio do Picapau Amarelo (Brazil);Sitio do Picapau Amarelo (Brazil);MasterSystem;;;;;2;;;;;;;Sitio do Picapau Amarelo;;;;;;
Slap Shot (USA, Brazil);Slap Shot (USA, Brazil);MasterSystem;;;;;2;;;;;;;Slap Shot;;;;;;
Smurfs, The (Europe, Brazil) (En,Fr,De,Es);Smurfs, The (Europe, Brazil) (En,Fr,De,Es);MasterSystem;;;;;;;;;;;;;;;;;;
Sonic Blast (Brazil);Sonic Blast (Brazil);MasterSystem;;;;;1;;;;;;;Sonic Blast;;;;;;
Sonic Chaos (Europe, Brazil);Sonic Chaos (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Sonic Spinball (Europe, Brazil);Sonic Spinball (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Sonic Spinball;;;;;;
Sonic The Hedgehog (USA, Europe, Brazil);Sonic The Hedgehog (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Sonic the Hedgehog (Virtual Console);;;;;;
Sonic The Hedgehog 2 (Europe, Brazil) (Rev 1);Sonic The Hedgehog 2 (Europe, Brazil) (Rev 1);MasterSystem;;;;;2;;;;;;;Sonic the Hedgehog 2;;;;;;
Space Gun (Europe);Space Gun (Europe);MasterSystem;;;;;1;;;;;;;Space Gun;;;;;;
Space Harrier (Japan, USA);Space Harrier (Japan, USA);MasterSystem;;;;;1;;;;;;;Space Harrier;;;;;;
Space Harrier 3-D ~ Space Harrier 3D (USA, Europe, Brazil);Space Harrier 3-D ~ Space Harrier 3D (USA, Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Special Criminal Investigation (Europe);Special Criminal Investigation (Europe);MasterSystem;;;;;1;;;;;;;Special Criminal Investigation;;;;;;
Speedball (Europe) (Rev 1);Speedball (Europe) (Rev 1);MasterSystem;;;;;2;;;;;;;Speed Ball;;;;;;
Speedball 2 (Europe);Speedball 2 (Europe);MasterSystem;;;;;2;;;;;;;Speedball 2;;;;;;
SpellCaster (USA, Europe, Brazil);SpellCaster (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;SpellCaster;;;;;;
Spider-Man (USA, Europe, Brazil);Spider-Man (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Spider-Man;;;;;;
Spider-Man - Return of the Sinister Six (Europe, Brazil);Spider-Man - Return of the Sinister Six (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Spider-Man - Return of the Sinister Six;;;;;;
Sports Pad Football (USA);Sports Pad Football (USA);MasterSystem;;;;;;;;;;;;;;;;;;
Spy vs Spy (USA, Europe, Brazil);Spy vs Spy (USA, Europe, Brazil);MasterSystem;;;;;2;;;;;;;Spy vs. Spy;;;;;;
Star Wars (Europe, Brazil);Star Wars (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Star Wars;;;;;;
Street Fighter II' (Brazil);Street Fighter II' (Brazil);MasterSystem;;;;;2;;;;;;;Street Fighter II;;;;;;
Streets of Rage (Europe, Brazil);Streets of Rage (Europe, Brazil);MasterSystem;;;;;2;;;;;;;Streets of Rage;;;;;;
Streets of Rage II (Europe, Brazil);Streets of Rage II (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Streets of Rage II;;;;;;
Strider (USA, Europe, Brazil);Strider (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Strider;;;;;;
Strider II (Europe, Brazil);Strider II (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Strider II;;;;;;
Submarine Attack (Europe, Brazil);Submarine Attack (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Submarine Attack;;;;;;
Summer Games ~ Jogos Olimpicos (Europe, Brazil);Summer Games ~ Jogos Olimpicos (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Super Kick Off (Europe, Brazil) (En,Fr,De,Es,It,Nl,Pt,Sv);Super Kick Off (Europe, Brazil) (En,Fr,De,Es,It,Nl,Pt,Sv);MasterSystem;;;;;2;;;;;;;Super Kick Off;;;;;;
Super Monaco GP (USA);Super Monaco GP (USA);MasterSystem;;;;;2;;;;;;;Super Monaco GP;;;;;;
Super Off Road (Europe);Super Off Road (Europe);MasterSystem;;;;;4;;;;;;;Super Off Road;;;;;;
Super Smash T.V. (Europe);Super Smash T.V. (Europe);MasterSystem;;;;;;;;;;;;Super Smash T.V.;;;;;;
Super Space Invaders (Europe);Super Space Invaders (Europe);MasterSystem;;;;;2;;;;;;;Super Space Invaders;;;;;;
Super Tennis (USA, Europe);Super Tennis (USA, Europe);MasterSystem;;;;;2;;;;;;;Super Tennis;;;;;;
Superman - The Man of Steel (Europe, Brazil);Superman - The Man of Steel (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Superman: The Man of Steel;;;;;;
T2 - The Arcade Game (Europe);T2 - The Arcade Game (Europe);MasterSystem;;;;;1;;;;;;;T2 - The Arcade Game;;;;;;
Taito Chase H.Q. (Europe);Taito Chase H.Q. (Europe);MasterSystem;;;;;1;;;;;;;Taito Chase H.Q.;;;;;;
Taz in Escape from Mars (Brazil);Taz in Escape from Mars (Brazil);MasterSystem;;;;;1;;;;;;;Taz in Escape from Mars;;;;;;
Taz-Mania (Europe, Brazil);Taz-Mania (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Taz-Mania;;;;;;
Tecmo World Cup '93 (Europe);Tecmo World Cup '93 (Europe);MasterSystem;;;;;2;;;;;;;Tecmo World Cup '93;;;;;;
Teddy Boy (USA, Europe, Brazil);Teddy Boy (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Teddy Boy;;;;;;
Tennis Ace ~ Super Tennis (Europe, Brazil);Tennis Ace ~ Super Tennis (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Terminator 2 - Judgment Day (Europe);Terminator 2 - Judgment Day (Europe);MasterSystem;;;;;1;;;;;;;Terminator 2: Judgment Day;;;;;;
Terminator, The (Europe);Terminator, The (Europe);MasterSystem;;;;;1;;;;;;;The Terminator;;;;;;
Thunder Blade (USA, Europe, Brazil);Thunder Blade (USA, Europe, Brazil);MasterSystem;;;;;1;;;;;;;Thunder Blade;;;;;;
Time Soldiers (USA, Europe, Brazil);Time Soldiers (USA, Europe, Brazil);MasterSystem;;;;;2;;;;;;;Time Soldiers;;;;;;
Tom and Jerry - The Movie (Europe, Brazil);Tom and Jerry - The Movie (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Tom and Jerry: The Movie;;;;;;
TransBot (USA, Europe, Brazil);TransBot (USA, Europe, Brazil);MasterSystem;;;;;2;;;;;;;TransBot;;;;;;
Trivial Pursuit - Genus Edition (Europe) (En,Fr,De,Es);Trivial Pursuit - Genus Edition (Europe) (En,Fr,De,Es);MasterSystem;;;;;;;;;;;;Trivial Pursuit - Genus Edition;;;;;;
Ultima IV - Quest of the Avatar (Europe, Brazil);Ultima IV - Quest of the Avatar (Europe, Brazil);MasterSystem;;;;;;;;;;;;Ultima IV: Quest of the Avatar;;;;;;
Ultimate Soccer (Europe, Brazil) (En,Fr,De,Es,It);Ultimate Soccer (Europe, Brazil) (En,Fr,De,Es,It);MasterSystem;;;;;;;;;;;;Ultimate Soccer;;;;;;
Vigilante (USA, Europe, Brazil);Vigilante (USA, Europe, Brazil);MasterSystem;;;;;;;;;;;;Vigilante;;;;;;
Virtua Fighter Animation (Brazil);Virtua Fighter Animation (Brazil);MasterSystem;;;;;2;;;;;;;Virtua Fighter Animation;;;;;;
WWF Wrestlemania - Steel Cage Challenge (Europe, Brazil);WWF Wrestlemania - Steel Cage Challenge (Europe, Brazil);MasterSystem;;;;;2;;;;;;;WWF WrestleMania: Steel Cage Challenge;;;;;;
Walter Payton Football (USA);Walter Payton Football (USA);MasterSystem;;;;;2;;;;;;;Walter Payton Football;;;;;;
Wanted (USA, Europe, Brazil);Wanted (USA, Europe, Brazil);MasterSystem;;;;;;;;;;;;Wanted;;;;;;
Where in the World is Carmen Sandiego (USA);Where in the World is Carmen Sandiego (USA);MasterSystem;;;;;1;;;;;;;Where in the World is Carmen Sandiego;;;;;;
Wimbledon (Europe);Wimbledon (Europe);MasterSystem;;;;;2;;;;;;;Wimbledon;;;;;;
Wimbledon II ~ Wimbledon (Europe, Brazil);Wimbledon II ~ Wimbledon (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Winter Olympics (Europe) (En,Fr,De,Es,It,Pt,Sv,No);Winter Olympics (Europe) (En,Fr,De,Es,It,Pt,Sv,No);MasterSystem;;;;;;;;;;;;Winter Olympics;;;;;;
Wolfchild (Europe, Brazil);Wolfchild (Europe, Brazil);MasterSystem;;;;;1;;;;;;;Wolfchild;;;;;;
Wonder Boy (USA, Europe, Brazil) (Rev 1);Wonder Boy (USA, Europe, Brazil) (Rev 1);MasterSystem;;;;;2;;;;;;;Wonder Boy;;;;;;
Wonder Boy III - The Dragon's Trap (USA, Europe);Wonder Boy III - The Dragon's Trap (USA, Europe);MasterSystem;;;;;1;;;;;;;Wonder Boy III: The Dragon's Trap;;;;;;
Wonder Boy in Monster Land (USA, Europe);Wonder Boy in Monster Land (USA, Europe);MasterSystem;;;;;1;;;;;;;Wonder Boy in Monster Land;;;;;;
Wonder Boy in Monster World (Europe);Wonder Boy in Monster World (Europe);MasterSystem;;;;;1;;;;;;;Wonder Boy in Monster World;;;;;;
World Class Leader Board (Europe, Brazil);World Class Leader Board (Europe, Brazil);MasterSystem;;;;;4;;;;;;;World Class Leader Board;;;;;;
World Cup Italia '90 ~ Super Futebol II (Europe, Brazil);World Cup Italia '90 ~ Super Futebol II (Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
World Cup USA 94 (Europe, Brazil) (En,Fr,De,Es,It,Nl,Pt,Sv);World Cup USA 94 (Europe, Brazil) (En,Fr,De,Es,It,Nl,Pt,Sv);MasterSystem;;;;;;;;;;;;World Cup USA 94;;;;;;
World Games (Europe, Brazil);World Games (Europe, Brazil);MasterSystem;;;;;;;;;;;;World Games;;;;;;
World Grand Prix (USA, Brazil);World Grand Prix (USA, Brazil);MasterSystem;;;;;1;;;;;;;World Grand Prix;;;;;;
World Soccer ~ Great Soccer ~ Super Futebol (World);World Soccer ~ Great Soccer ~ Super Futebol (World);MasterSystem;;;;;;;;;;;;;;;;;;
X-Men - Mojo World (Brazil);X-Men - Mojo World (Brazil);MasterSystem;;;;;1;;;;;;;X-Men: Mojo World;;;;;;
Xenon 2 - Megablast (Europe) (Rev 1);Xenon 2 - Megablast (Europe) (Rev 1);MasterSystem;;;;;1;;;;;;;Xenon 2: Megablast;;;;;;
Ys - The Vanished Omens ~ Y's (USA, Europe, Brazil);Ys - The Vanished Omens ~ Y's (USA, Europe, Brazil);MasterSystem;;;;;;;;;;;;;;;;;;
Zaxxon 3-D (World);Zaxxon 3-D (World);MasterSystem;;;;;1;;;;;;;Zaxxon 3-D;;;;;;
Zillion (USA, Europe) (Rev 1);Zillion (USA, Europe) (Rev 1);MasterSystem;;;;;1;;;;;;;Zillion;;;;;;
Zillion II - The Tri Formation (World);Zillion II - The Tri Formation (World);MasterSystem;;;;;1;;;;;;;Zillion II: The Tri Formation;;;;;;
Zool - Ninja of the 'Nth' Dimension (Europe);Zool - Ninja of the 'Nth' Dimension (Europe);MasterSystem;;;;;1;;;;;;;Zool: Ninja of the "Nth" Dimension;;;;;;
